,user,item,rate
132,434,1731,3
133,1622,1731,4
134,1291,710,1
135,1543,710,3
136,291,1411,5
137,178,710,3
138,1302,1839,3
139,1709,710,4
140,1076,1731,4
141,789,194,3
142,696,995,3
143,1781,1411,3
144,305,1411,5
145,500,4211,4
146,473,995,4
147,1664,1731,4
148,192,1839,4
149,1624,710,2
150,465,1731,4
151,1068,1731,3
152,922,1411,5
153,130,194,5
154,1690,3035,5
155,1398,995,4
156,1508,1839,4
157,1450,995,4
158,1750,1411,4
159,1107,1731,4
160,701,3035,4
161,689,710,5
162,1591,710,1
163,559,3035,5
164,1022,1731,5
165,1564,1411,5
166,902,1731,4
167,1260,710,2
168,255,3035,4
169,570,1731,4
170,1540,710,3
171,1065,1411,5
172,473,995,4
173,1854,3855,4
174,288,1411,4
175,1257,1731,2
176,581,710,1
177,291,1411,5
178,556,3035,3
179,1450,995,4
180,1664,1731,3
181,21,1411,5
182,849,3035,2
183,580,3035,3
184,974,1731,3
185,873,3035,4
186,1379,1610,4
187,616,1610,4
188,1502,1839,4
189,547,1839,4
190,1508,1839,4
191,450,1731,4
192,616,1610,4
193,482,1610,5
194,570,1731,4
195,399,1610,5
196,55,1949,2
197,53,710,2
198,74,1610,2
199,658,1610,5
200,1679,710,3
201,570,1731,4
202,1306,710,5
203,1713,3035,4
204,1540,710,3
205,80,1411,5
206,387,1839,4
207,1145,1411,5
208,1846,1610,2
209,737,1949,3
210,434,1731,3
211,1690,3035,5
212,827,1731,4
213,1257,1731,2
214,1618,3035,4
215,59,1610,5
216,658,1610,5
217,1065,1411,5
218,1628,1731,4
219,563,1731,4
220,1510,194,5
221,664,1610,4
222,246,683,3
223,305,1610,3
224,178,710,3
225,983,1610,3
226,836,995,5
227,849,3035,3
228,1846,1610,2
229,1337,995,4
230,965,1731,3
231,80,1411,5
232,84,995,5
233,1484,1732,4
234,873,3035,4
235,1493,710,1
236,851,4275,5
237,387,1839,4
238,675,710,4
239,655,3035,4
240,390,4275,4
241,581,710,1
242,425,3855,3
243,1858,1610,5
244,1004,1610,5
245,1257,1731,2
246,162,1411,4
247,699,1839,3
248,629,1949,3
249,1845,710,2
250,836,995,3
251,1741,1731,3
252,1846,1610,2
253,1528,1949,3
254,268,3035,3
255,1502,1839,4
256,1659,710,1
257,1337,995,4
258,482,1610,5
259,1682,683,1
260,595,4275,2
261,1107,1731,4
262,964,3855,4
263,1622,1731,4
264,434,1731,3
265,1489,2169,3
266,1858,1610,5
267,1489,1839,4
268,1618,3035,4
269,328,1610,4
270,53,1949,4
271,1564,1411,5
272,11,1610,3
273,547,1839,4
274,822,4275,2
275,74,1610,3
276,1395,1731,4
277,554,995,4
278,153,995,4
279,577,1610,5
280,366,1731,4
281,326,4211,2
282,542,1732,4
283,1509,1610,4
284,459,2169,3
285,1738,1411,5
286,1224,964,4
287,80,1411,5
288,167,1839,4
289,482,1610,5
290,1604,1610,4
291,450,1731,4
292,1682,683,1
293,1709,710,4
294,1842,4565,5
295,329,4275,4
296,1651,4565,5
297,1538,2169,3
298,1217,995,2
299,1543,995,4
300,1842,4565,5
301,1638,4211,3
302,700,1949,4
303,1379,1610,4
304,53,1949,4
305,877,3639,4
306,74,1610,3
307,1614,3035,4
308,21,1411,5
309,1178,4565,2
310,534,1411,5
311,1149,4565,4
312,1027,1619,4
313,836,995,3
314,1802,1839,3
315,399,1610,5
316,1042,3639,3
317,1145,1411,5
318,570,1731,4
319,387,1839,4
320,100,4565,4
321,1543,710,3
322,1302,1839,3
323,1842,4565,5
324,1232,4565,5
325,288,1411,4
326,1703,710,1
327,1260,710,2
328,1755,1731,2
329,877,3639,4
330,629,1949,3
331,55,1731,3
332,1664,1731,3
333,749,4570,4
334,619,4565,3
335,542,1732,4
336,964,1619,3
337,21,1411,5
338,482,1610,5
339,1750,1411,4
340,143,683,3
341,922,1411,5
342,934,4565,4
343,1384,4565,4
344,1027,4275,4
345,1042,3639,3
346,1877,1619,3
347,1135,4570,3
348,1379,1610,4
349,849,3035,2
350,1294,1949,4
351,162,1411,4
352,434,1731,3
353,1395,1731,4
354,1336,1411,5
355,167,1839,4
356,1221,4113,4
357,1056,964,3
358,1151,4565,5
359,1528,1949,3
360,107,4565,3
361,1640,4570,4
362,1642,4113,3
363,1604,1610,4
364,1614,3035,4
365,1121,3035,4
366,696,995,3
367,619,4565,5
368,1502,1839,4
369,0,710,3
370,1443,1839,3
371,1385,2039,5
372,1032,1732,3
373,1651,4565,5
374,851,4275,5
375,305,1411,5
376,192,4113,4
377,1877,4211,4
378,1642,4113,3
379,1,3855,4
380,570,1731,4
381,1032,1732,3
382,1837,3855,3
383,558,3639,4
384,1300,407,4
385,1648,1779,2
386,1145,1411,5
387,1659,710,1
388,53,1949,4
389,450,1731,4
390,100,407,4
391,1135,4570,3
392,1741,710,3
393,798,1949,1
394,11,1610,3
395,729,1610,3
396,192,2169,4
397,1755,1731,2
398,899,1610,2
399,53,1949,4
400,259,1619,3
401,666,4211,3
402,836,995,5
403,578,2169,4
404,1659,710,1
405,581,710,1
406,1177,1949,4
407,1624,710,2
408,859,683,1
409,1777,2169,3
410,843,2169,2
411,621,722,2
412,832,407,4
413,1715,964,4
414,1730,4565,4
415,1741,1949,2
416,666,4211,3
417,595,1619,3
418,1679,710,3
419,1042,722,2
420,1150,3035,4
421,1023,4570,4
422,259,1619,3
423,619,4565,3
424,1300,1411,4
425,1396,2039,1
426,1591,710,1
427,1618,3035,4
428,48,1619,4
429,1172,4565,4
430,1682,683,1
431,74,1610,3
432,951,1949,1
433,1659,710,1
434,581,710,1
435,824,722,5
436,53,1949,4
437,942,4211,2
438,1257,407,4
439,1027,4275,4
440,539,4565,5
441,55,1731,3
442,1877,3855,3
443,1258,1610,4
444,1793,4275,5
445,1151,4565,5
446,1540,710,3
447,1543,995,4
448,1842,4565,3
449,178,710,3
450,1135,4570,3
451,1217,995,2
452,1035,722,3
453,153,722,5
454,1793,4275,5
455,967,4211,3
456,1813,4627,3
457,387,2169,3
458,74,1610,3
459,1150,3035,4
460,1159,722,3
461,666,4211,3
462,851,4275,5
463,1688,407,3
464,1080,1610,3
465,107,4565,3
466,554,995,4
467,1730,4565,4
468,1145,1411,5
469,1093,4627,4
470,601,3722,5
471,1854,3855,4
472,1715,964,4
473,1075,4565,5
474,1494,4565,4
475,1809,1622,4
476,255,1779,4
477,664,1610,4
478,1056,964,3
479,563,1731,4
480,1300,1411,4
481,251,1731,4
482,882,4275,3
483,1715,964,4
484,1306,710,5
485,1405,995,3
486,1300,1411,4
487,412,1731,4
488,1385,2039,5
489,1566,3639,5
490,1628,1731,4
491,1517,4113,4
492,1280,2179,5
493,1097,407,4
494,1863,407,4
495,48,1619,4
496,1690,1405,3
497,1379,1610,4
498,1115,1622,4
499,1452,2179,5
500,1300,2039,4
501,1099,4620,4
502,1750,1411,4
503,107,4565,3
504,467,4565,5
505,1379,1610,4
506,482,1610,5
507,1502,2169,3
508,313,1839,5
509,412,4627,4
510,1889,4627,4
511,178,710,3
512,1425,3395,3
513,305,1411,5
514,1385,2039,5
515,913,3035,2
516,667,4627,5
517,595,1619,3
518,539,4565,5
519,1395,1731,4
520,1624,4627,4
521,1532,4565,3
522,913,3035,4
523,1532,4565,3
524,836,722,2
525,326,1619,3
526,1257,407,4
527,328,1610,4
528,1618,3035,4
529,699,4113,5
530,254,710,2
531,74,683,4
532,1862,4620,5
533,1056,194,5
534,1750,2478,3
535,6,26,3
536,81,4275,2
537,1302,1839,3
538,902,1731,4
539,1862,4620,5
540,80,1411,5
541,535,4627,3
542,84,4620,5
543,1755,4620,5
544,89,1610,3
545,873,3035,4
546,805,2039,5
547,729,1610,3
548,1093,1405,4
549,1022,1731,5
550,699,1839,3
551,1508,1839,4
552,326,3722,3
553,1199,552,4
554,1793,4275,5
555,1107,1731,4
556,1273,2179,5
557,616,1610,4
558,494,1839,4
559,1056,964,3
560,890,4627,4
561,1163,722,3
562,1500,407,3
563,412,1731,4
564,1850,1405,4
565,1068,1949,5
566,579,4479,3
567,675,4565,4
568,1659,710,1
569,310,3395,3
570,1884,26,4
571,675,4627,4
572,575,552,5
573,733,4627,4
574,997,451,4
575,1409,4620,5
576,1115,1622,4
577,1302,4113,5
578,1604,1610,4
579,1300,1411,4
580,1741,710,3
581,701,3035,4
582,86,954,2
583,84,4620,5
584,1257,407,3
585,556,1405,4
586,717,4627,4
587,747,4275,4
588,246,683,3
589,1257,407,4
590,1354,710,4
591,902,1731,4
592,1300,2039,4
593,859,683,1
594,849,3035,3
595,1163,722,3
596,1709,710,4
597,942,4211,2
598,74,683,3
599,1149,4565,4
600,1423,4627,4
601,1624,4627,4
602,390,4275,4
603,1452,2179,5
604,1489,2169,3
605,843,2169,2
606,412,4627,4
607,1508,2169,4
608,40,26,5
609,965,1731,3
610,747,4275,4
611,1690,3035,5
612,951,1949,1
613,56,1731,4
614,1413,4565,2
615,192,1839,4
616,1309,3181,4
617,184,624,4
618,0,710,3
619,1850,1405,4
620,882,4275,3
621,81,1619,5
622,1604,1610,4
623,1177,1949,4
624,1624,451,4
625,74,683,4
626,40,26,5
627,1159,722,3
628,69,1731,2
629,1439,3181,3
630,1015,954,3
631,1564,1411,5
632,48,1619,4
633,1111,1622,5
634,890,4627,4
635,1799,2179,5
636,1046,3722,3
637,1396,3181,4
638,581,710,1
639,675,710,4
640,1700,4627,5
641,722,3722,4
642,84,451,3
643,559,3035,5
644,1,3855,4
645,503,26,4
646,1862,4620,5
647,1097,407,4
648,114,1424,4
649,1538,2169,3
650,1508,1424,4
651,1150,3035,4
652,1135,4570,3
653,1027,1619,4
654,291,1411,5
655,414,3181,5
656,1140,683,2
657,821,2478,2
658,832,407,4
659,223,4620,4
660,575,552,5
661,951,3181,3
662,1709,710,4
663,1358,2338,2
664,922,1411,5
665,1680,954,4
666,1163,722,3
667,747,4275,4
668,666,4211,3
669,1312,4620,3
670,1405,4565,4
671,25,4620,5
672,992,1949,2
673,1642,4113,3
674,1593,191,2
675,74,407,4
676,1068,1949,5
677,1425,3395,3
678,850,3395,3
679,1889,4627,4
680,732,624,3
681,53,1949,4
682,1502,3234,3
683,80,1411,5
684,1280,2179,5
685,1,3855,4
686,849,3035,2
687,1564,1411,5
688,951,3181,3
689,911,4570,5
690,1027,4275,4
691,829,1610,4
692,689,3181,5
693,1460,2478,1
694,1004,1610,5
695,1350,4620,4
696,205,451,4
697,256,3806,1
698,1489,1504,3
699,1221,1839,3
700,48,1619,4
701,479,3722,3
702,827,1731,4
703,1232,4565,5
704,390,4275,4
705,873,3035,4
706,1026,954,3
707,1023,4570,4
708,255,3035,4
709,1294,1949,4
710,268,3035,3
711,1626,451,4
712,0,710,3
713,964,3855,4
714,959,3563,5
715,1528,1949,3
716,1075,4565,5
717,1759,3035,3
718,1502,1839,4
719,729,1610,3
720,1479,3181,5
721,700,1949,4
722,580,3035,3
723,1620,1028,4
724,1640,1731,4
725,954,3181,5
726,330,3181,4
727,291,1411,5
728,1877,4211,4
729,1600,324,4
730,1042,3639,3
731,1889,4479,5
732,1406,3563,5
733,100,4565,4
734,1777,2169,3
735,1806,4627,4
736,366,1731,4
737,1628,1731,4
738,1396,3181,4
739,255,3035,4
740,578,1504,4
741,1826,624,4
742,547,3234,4
743,376,2478,3
744,1489,2169,3
745,326,3722,3
746,1628,1731,4
747,1396,3181,4
748,53,1949,4
749,1564,1411,5
750,1889,4479,5
751,1566,3639,5
752,1263,4627,4
753,288,1411,4
754,609,451,4
755,1227,954,4
756,798,1949,1
757,66,4275,5
758,661,3181,4
759,305,1610,3
760,466,324,4
761,1452,2179,5
762,1388,3722,4
763,1704,624,4
764,1350,4620,4
765,387,2169,3
766,967,4211,3
767,22,191,4
768,1777,2169,3
769,1604,1610,4
770,664,1610,4
771,1777,2629,3
772,326,3563,5
773,326,1619,3
774,1160,2478,3
775,894,324,5
776,113,4565,4
777,598,4627,5
778,1781,1411,3
779,390,3563,5
780,1282,1560,2
781,1221,2629,3
782,1508,3806,3
783,69,1731,2
784,1026,954,3
785,1586,552,4
786,1862,4337,1
787,578,2629,4
788,360,4620,2
789,1493,710,1
790,558,3639,4
791,1055,324,3
792,789,194,3
793,1405,4565,4
794,310,3395,3
795,1493,710,1
796,1893,4565,5
797,1730,1731,5
798,645,1610,3
799,992,1949,2
800,1423,4627,4
801,770,954,4
802,1172,4565,4
803,535,4627,3
804,59,1610,5
805,357,3181,5
806,1877,4211,4
807,832,407,4
808,1862,4337,1
809,1104,324,3
810,696,995,3
811,1020,1610,3
812,1638,4211,3
813,223,4620,4
814,86,954,2
815,1136,2338,2
816,467,4565,5
817,934,4337,5
818,223,4337,3
819,1405,3181,5
820,725,2478,4
821,1355,4337,4
822,849,3035,2
823,10,1333,2
824,1227,954,4
825,580,26,2
826,808,2338,1
827,360,4620,2
828,1781,1411,3
829,1508,1333,3
830,55,1949,2
831,74,1610,3
832,1271,4570,5
833,1015,954,3
834,541,3806,4
835,188,4337,5
836,934,407,3
837,135,1333,4
838,255,3035,4
839,911,4570,5
840,992,1949,2
841,1093,4627,4
842,1022,1731,5
843,1042,722,2
844,934,4337,5
845,629,2478,4
846,1440,4565,5
847,675,710,4
848,974,1731,3
849,167,2629,5
850,1350,4620,4
851,1750,1411,5
852,223,4337,3
853,1257,286,3
854,14,1732,3
855,1821,2478,3
856,1640,4570,4
857,113,4565,4
858,1537,4627,3
859,249,4627,4
860,500,4211,4
861,1227,1610,4
862,1345,4620,4
863,1502,3806,4
864,1257,1949,3
865,504,324,2
866,1379,1610,4
867,1131,4570,5
868,1238,1610,4
869,326,1619,3
870,1502,2629,3
871,1302,4628,4
872,1379,1610,4
873,481,1566,5
874,249,4627,4
875,81,4275,2
876,1773,4628,4
877,1396,3181,4
878,1302,1504,3
879,913,4627,4
880,1300,2039,4
881,1416,722,5
882,1124,4565,5
883,1863,451,3
884,902,1731,4
885,1076,1731,4
886,1640,1731,4
887,368,2039,3
888,1664,1731,4
889,959,1887,3
890,934,4337,5
891,143,683,3
892,667,4627,5
893,954,3181,5
894,1271,4620,5
895,1302,4628,4
896,1042,1455,4
897,1136,2338,2
898,1624,4627,4
899,983,1610,3
900,1842,4565,5
901,789,1455,2
902,1302,1504,3
903,305,1411,5
904,1133,3563,4
905,276,3563,5
906,860,995,2
907,751,324,4
908,789,194,3
909,1309,3181,4
910,1760,324,4
911,1133,3563,4
912,827,1731,4
913,718,1028,4
914,1257,407,3
915,793,4275,4
916,268,3035,3
917,1566,3639,5
918,1282,1560,2
919,1877,3563,5
920,1659,710,1
921,1698,2230,4
922,894,324,5
923,1211,4337,4
924,254,2338,3
925,1149,4565,4
926,1107,1731,4
927,934,407,3
928,1637,286,4
929,244,2478,3
930,621,3181,3
931,1368,324,3
932,1257,2338,4
933,1540,710,3
934,305,1610,3
935,165,4479,5
936,883,286,2
937,675,710,4
938,862,4337,4
939,913,3035,2
940,1280,2768,4
941,622,4627,4
942,547,3234,4
943,484,324,3
944,1441,3728,4
945,1837,3855,3
946,1346,3563,4
947,1350,324,4
948,619,4565,3
949,53,710,2
950,1093,1405,4
951,198,3833,4
952,1730,1731,5
953,222,1949,2
954,836,995,5
955,1342,2478,3
956,66,4275,5
957,1258,1610,4
958,560,1147,4
959,911,4570,5
960,1076,1731,4
961,1624,4627,4
962,305,1610,3
963,811,4565,4
964,1773,4628,4
965,1690,3035,5
966,749,1566,2
967,313,1333,5
968,401,624,4
969,698,1147,5
970,1012,1566,4
971,658,1610,5
972,1388,3722,4
973,1035,722,3
974,768,324,4
975,1889,1455,4
976,1741,4337,3
977,1423,4565,4
978,259,1619,3
979,21,1411,5
980,1813,4627,3
981,1863,1147,4
982,913,3035,2
983,203,2640,3
984,149,552,4
985,1405,3181,5
986,629,1949,3
987,1845,710,2
988,503,26,4
989,962,2397,4
990,599,3181,4
991,511,1566,4
992,81,1619,5
993,1648,1779,2
994,836,995,3
995,798,624,5
996,1055,324,3
997,1224,2397,5
998,932,4628,5
999,1450,995,4
1000,1452,2179,5
1001,1045,4275,2
1002,84,2039,4
1003,1044,2058,4
1004,1159,722,3
1005,137,2478,4
1006,56,1731,4
1007,619,4565,5
1008,330,552,2
1009,1741,4565,3
1010,25,4620,5
1011,951,1147,5
1012,728,1560,4
1013,965,1147,5
1014,622,4627,4
1015,1163,552,3
1016,184,624,4
1017,1320,1566,3
1018,1863,3833,4
1019,1877,4275,4
1020,747,3563,5
1021,1484,1732,4
1022,1690,3035,5
1023,1302,4628,4
1024,291,1411,5
1025,1257,407,4
1026,1588,2039,4
1027,167,1839,4
1028,965,1147,5
1029,1388,3722,4
1030,255,1411,5
1031,360,4620,2
1032,1775,1147,5
1033,477,3722,4
1034,684,1622,4
1035,750,407,5
1036,770,954,4
1037,45,1910,5
1038,1614,4627,3
1039,1042,1455,4
1040,899,4627,3
1041,1221,1504,3
1042,789,1455,3
1043,1510,2230,3
1044,1863,407,4
1045,535,4627,3
1046,1583,3181,4
1047,664,1610,4
1048,86,954,2
1049,1773,1333,4
1050,894,324,5
1051,1884,26,4
1052,291,1411,5
1053,570,4620,4
1054,673,954,5
1055,709,2230,5
1056,1097,407,4
1057,287,2768,4
1058,1161,1731,5
1059,1396,3181,4
1060,824,722,5
1061,581,710,1
1062,1877,4211,4
1063,1732,1147,4
1064,1056,389,4
1065,616,1610,4
1066,483,324,5
1067,1257,2338,4
1068,1257,2338,3
1069,1320,1566,3
1070,1490,26,5
1071,326,3722,3
1072,619,4565,5
1073,1042,722,2
1074,1191,1560,4
1075,1416,4565,4
1076,1030,1566,4
1077,1645,2338,2
1078,11,1610,3
1079,1405,995,3
1080,450,1731,4
1081,115,2169,3
1082,154,1566,3
1083,1502,3806,4
1084,1741,1731,3
1085,1802,4628,5
1086,69,4627,5
1087,1858,1610,5
1088,210,1333,3
1089,0,710,3
1090,1661,2640,4
1091,1358,3639,3
1092,1294,1949,4
1093,1042,3639,3
1094,1431,1910,5
1095,414,3181,5
1096,89,1610,3
1097,1893,3181,5
1098,126,324,4
1099,40,26,5
1100,1543,995,4
1101,1489,4535,4
1102,1624,4627,4
1103,1406,1887,4
1104,473,995,4
1105,1376,1566,5
1106,53,722,4
1107,40,26,5
1108,785,4019,4
1109,622,4627,4
1110,1850,1405,4
1111,1806,4627,4
1112,717,954,4
1113,1257,2338,3
1114,1368,324,5
1115,69,4627,5
1116,1107,3833,5
1117,747,4275,4
1118,415,4337,5
1119,326,1887,4
1120,11,1610,3
1121,1679,3181,3
1122,1863,1147,4
1123,1703,710,1
1124,1405,4565,4
1125,419,624,4
1126,251,1731,4
1127,750,407,5
1128,1775,1147,4
1129,1760,324,4
1130,1877,3563,5
1131,2,2478,3
1132,616,1610,4
1133,1473,191,3
1134,714,1333,4
1135,1715,964,4
1136,1107,3833,5
1137,1642,3038,4
1138,1409,4620,5
1139,1364,4410,4
1140,754,1405,4
1141,1645,2338,2
1142,1302,1839,3
1143,462,1147,4
1144,1112,3959,3
1145,1874,1147,4
1146,1413,3181,3
1147,1666,4337,4
1148,894,4337,5
1149,139,2478,2
1150,1076,1731,4
1151,1042,722,2
1152,1615,4211,3
1153,1347,1147,4
1154,283,3959,3
1155,158,2397,3
1156,1648,1779,3
1157,967,4211,3
1158,1012,1566,4
1159,188,4337,5
1160,1077,1388,4
1161,209,954,5
1162,1651,4565,5
1163,123,4337,4
1164,55,1147,5
1165,1366,4337,1
1166,86,954,2
1167,1508,3038,5
1168,1410,4016,2
1169,255,1411,5
1170,1353,1388,3
1171,1809,1622,4
1172,1613,1832,5
1173,386,3038,2
1174,1257,2338,4
1175,1280,2768,4
1176,100,407,4
1177,1065,1411,5
1178,137,2478,4
1179,1364,4337,3
1180,1193,1619,2
1181,1097,407,4
1182,1640,2039,5
1183,491,4410,5
1184,1685,1731,5
1185,154,4410,3
1186,1688,4337,5
1187,754,1405,4
1188,165,4479,5
1189,484,324,3
1190,1007,1411,5
1191,570,1731,4
1192,143,683,3
1193,1075,4565,5
1194,749,4570,4
1195,283,3959,3
1196,936,1779,2
1197,684,1566,5
1198,1614,2478,1
1199,1529,3181,5
1200,658,1610,4
1201,1508,1424,4
1202,1187,1388,4
1203,198,3833,4
1204,156,1147,5
1205,575,552,5
1206,1302,3038,4
1207,1698,2230,4
1208,1642,3038,4
1209,1366,4337,1
1210,419,624,4
1211,578,3806,4
1212,547,3234,4
1213,1291,710,1
1214,1529,3181,5
1215,934,4337,5
1216,1056,2397,4
1217,1068,1731,3
1218,313,1839,5
1219,1368,324,5
1220,1537,4627,3
1221,559,3035,5
1222,701,3035,4
1223,560,1147,4
1224,1527,1147,4
1225,556,1405,4
1226,1755,1147,4
1227,580,26,4
1228,1340,2179,4
1229,223,4337,3
1230,658,1610,5
1231,1540,710,3
1232,1153,19,5
1233,1719,2338,3
1234,441,4337,5
1235,725,2478,4
1236,569,1147,4
1237,482,1610,5
1238,1730,1731,5
1239,1877,3722,3
1240,967,3563,4
1241,100,3181,4
1242,1690,1405,5
1243,849,1388,3
1244,202,4337,2
1245,33,3038,2
1246,14,1732,3
1247,1583,3181,4
1248,1302,1839,3
1249,1862,4620,5
1250,577,1610,5
1251,1182,1731,5
1252,821,2478,2
1253,301,4570,2
1254,0,3374,3
1255,699,2629,4
1256,959,1887,3
1257,619,4565,3
1258,1586,552,4
1259,1775,1147,5
1260,1408,1147,1
1261,70,2025,5
1262,1679,3181,3
1263,1877,4275,4
1264,1485,1455,4
1265,550,954,4
1266,1775,1147,5
1267,1199,552,4
1268,849,3035,2
1269,787,4698,4
1270,47,683,3
1271,976,1147,5
1272,479,3959,4
1273,883,286,2
1274,154,4410,3
1275,1204,4337,5
1276,647,389,5
1277,1436,722,4
1278,1302,1504,3
1279,1624,1949,3
1280,279,1147,4
1281,1129,4565,5
1282,942,3563,4
1283,805,2039,5
1284,1508,3806,3
1285,158,964,3
1286,1845,4565,4
1287,74,3833,4
1288,1893,451,4
1289,1489,287,5
1290,1614,2478,1
1291,680,3181,3
1292,513,3618,4
1293,100,3181,4
1294,48,1619,4
1295,259,3304,3
1296,832,4337,4
1297,983,1388,2
1298,1416,4565,4
1299,113,2230,4
1300,1131,4570,5
1301,860,1566,3
1302,47,683,3
1303,986,1887,4
1304,1257,407,3
1305,1565,4337,5
1306,1302,1839,3
1307,1893,3181,5
1308,74,1566,4
1309,1493,710,1
1310,325,2338,2
1311,934,407,3
1312,65,1599,5
1313,661,3181,4
1314,1443,3234,4
1315,1099,4620,4
1316,1110,2094,5
1317,1056,2640,4
1318,254,4337,4
1319,575,552,5
1320,1586,552,4
1321,1056,2640,4
1322,1777,3728,2
1323,1862,4337,1
1324,1282,1560,2
1325,1502,3806,4
1326,387,1839,4
1327,1881,1028,4
1328,1353,1388,3
1329,1755,1731,2
1330,326,4211,2
1331,1093,1405,4
1332,1675,2025,1
1333,1135,4570,3
1334,126,324,4
1335,1813,4627,3
1336,1012,1566,4
1337,1664,1731,4
1338,1528,3840,5
1339,1502,3234,3
1340,191,2025,3
1341,74,407,4
1342,635,26,3
1343,601,3722,5
1344,1309,3181,4
1345,1741,4565,3
1346,1508,1832,5
1347,1271,4570,5
1348,1188,4627,4
1349,633,3618,4
1350,1300,1411,4
1351,805,2039,5
1352,1614,4627,3
1353,1586,552,4
1354,1777,2169,3
1355,278,3833,2
1356,212,1566,4
1357,344,3573,4
1358,662,4016,4
1359,1802,4535,3
1360,995,324,4
1361,1600,324,4
1362,188,4337,5
1363,1136,3840,3
1364,1490,1405,3
1365,100,3618,5
1366,1615,4211,3
1367,1076,1731,4
1368,575,552,5
1369,1283,3728,4
1370,1592,3618,5
1371,84,4620,5
1372,1479,3181,5
1373,661,3181,4
1374,139,394,5
1375,913,3035,2
1376,251,1731,4
1377,1483,1041,4
1378,667,4627,5
1379,313,1333,5
1380,503,26,4
1381,330,3181,4
1382,1527,1147,4
1383,479,3722,3
1384,244,2478,3
1385,658,1610,4
1386,1730,4565,4
1387,89,1610,3
1388,1508,1832,5
1389,1540,3618,4
1390,967,4211,3
1391,1206,1887,5
1392,1443,1839,3
1393,326,1619,3
1394,1504,2094,3
1395,556,394,2
1396,569,3618,4
1397,1514,995,4
1398,832,3840,3
1399,565,1731,4
1400,832,407,4
1401,547,3806,4
1402,1257,1731,2
1403,725,2478,4
1404,787,4627,3
1405,1484,4275,4
1406,1205,1388,4
1407,1802,4628,5
1408,1625,3573,4
1409,390,3563,5
1410,87,1388,5
1411,508,1405,4
1412,357,3618,5
1413,1881,1028,4
1414,500,3563,4
1415,827,1731,4
1416,634,552,4
1417,100,1041,4
1418,1425,3395,3
1419,860,451,5
1420,737,1949,3
1421,316,4620,5
1422,1490,394,3
1423,942,3563,4
1424,192,3728,3
1425,718,1619,4
1426,414,3181,4
1427,1555,1041,4
1428,661,3181,4
1429,1227,954,4
1430,1656,2094,4
1431,476,2768,5
1432,862,4337,4
1433,1763,2478,2
1434,1636,1147,4
1435,1366,3374,2
1436,836,3618,5
1437,534,1411,5
1438,1076,1731,4
1439,698,1147,5
1440,150,19,4
1441,1260,710,2
1442,291,1411,5
1443,903,4337,5
1444,251,1041,4
1445,547,1839,4
1446,1030,1147,5
1447,689,710,5
1448,1862,4620,5
1449,619,4565,5
1450,84,4620,5
1451,1674,2230,5
1452,1302,3234,4
1453,313,4535,5
1454,1486,3618,5
1455,1221,2629,3
1456,1056,964,3
1457,903,1147,4
1458,1862,4337,1
1459,1150,3035,4
