user,item,feature,rate
580,3035,"[[2897, 1], [483, 1], [1365, 1]]",3
255,3035,"[[356, 1]]",4
1759,3035,"[[990, 1], [3424, 1]]",3
1713,3035,"[[2058, 1], [483, 1]]",4
556,3035,"[[2969, 1], [1019, 1], [1671, 1]]",3
1614,3035,"[[2000, 1], [1458, 1], [356, 1]]",4
849,3035,"[[2058, 1], [1269, 1], [2562, 1]]",2
913,3035,"[[3226, 1], [483, 1], [2962, 1], [356, 1], [453, 1]]",2
717,3035,"[[1019, 1], [2491, 1]]",5
1690,3035,"[[2933, 1], [1990, 1], [1612, 1], [789, 1], [2093, 1], [573, 1]]",5
913,3035,"[[483, 1], [2661, 1], [877, 1], [3237, 1]]",4
1618,3035,"[[1328, 1], [483, 1], [2000, 1], [356, 1], [990, 1]]",4
559,3035,"[[1019, 1], [1458, 1]]",5
1121,3035,"[[990, 1], [3424, 1], [2867, 1]]",4
268,3035,"[[2093, 1]]",3
849,3035,"[[2562, 1]]",3
701,3035,"[[483, 1], [2000, 1], [1120, 1], [483, 1]]",4
873,3035,"[[3226, 1], [2368, 1], [1067, 1], [483, 1], [137, 1], [2000, 1]]",4
655,3035,"[[44, 1], [483, 1], [1067, 1], [790, 1], [1964, 1]]",4
899,1610,"[[2604, 1], [1724, 1]]",2
658,1610,"[[481, 1]]",4
305,1610,"[[2577, 1]]",3
74,1610,"[[1981, 1], [2554, 1], [2562, 1], [1049, 1], [3343, 1]]",3
658,1610,"[[1629, 1]]",5
328,1610,"[[356, 1], [474, 1]]",4
74,1610,"[[1019, 1], [17, 1], [1049, 1]]",2
487,1610,"[[1629, 1], [1990, 1], [2577, 1]]",4
1335,1610,"[[1040, 1], [1595, 1], [1493, 1], [1050, 1], [2000, 1], [2706, 1]]",4
1080,1610,"[[1255, 1], [3151, 1], [17, 1], [2577, 1], [2408, 1], [2577, 1]]",3
1509,1610,"[[1050, 1], [356, 1], [1754, 1]]",4
89,1610,"[[3237, 1]]",3
482,1610,"[[356, 1], [2577, 1]]",5
399,1610,"[[1040, 1], [2661, 1], [17, 1], [2562, 1], [2088, 1]]",5
1858,1610,"[[973, 1], [2093, 1]]",5
1379,1610,"[[573, 1]]",4
1238,1610,"[[375, 1], [2604, 1], [2577, 1], [2562, 1], [973, 1], [1049, 1], [3343, 1], [342, 1], [1903, 1]]",4
1020,1610,"[[2661, 1], [965, 1]]",3
11,1610,"[[2577, 1], [2408, 1], [3202, 1], [1724, 1], [573, 1], [2344, 1]]",3
1004,1610,"[[663, 1], [356, 1], [2093, 1]]",5
645,1610,"[[2000, 1], [356, 1], [2093, 1]]",3
616,1610,"[[356, 1]]",4
729,1610,"[[356, 1], [3244, 1], [3343, 1]]",3
1258,1610,"[[2577, 1], [3424, 1]]",4
577,1610,"[[1724, 1]]",5
1227,1610,"[[1990, 1], [356, 1], [2093, 1]]",4
1846,1610,"[[1629, 1], [3235, 1], [1384, 1], [2000, 1], [2577, 1], [375, 1], [3235, 1], [1269, 1]]",2
829,1610,"[[356, 1], [2577, 1], [3111, 1], [2706, 1], [3424, 1]]",4
59,1610,"[[3237, 1], [2902, 1]]",5
1604,1610,"[[2577, 1], [2562, 1]]",4
983,1610,"[[2577, 1], [2562, 1]]",3
664,1610,"[[1990, 1], [1177, 1], [671, 1]]",4
773,1610,"[[990, 1]]",4
1661,964,"[[2270, 1], [1629, 1], [2589, 1]]",4
158,964,"[[44, 1], [3617, 1], [1349, 1], [3457, 1]]",3
1224,964,"[[2093, 1]]",4
1056,964,"[[483, 1], [1609, 1], [956, 1]]",3
1715,964,"[[3226, 1], [2000, 1], [2372, 1]]",4
55,1949,"[[2058, 1], [990, 1], [453, 1]]",2
988,1949,"[[875, 1], [347, 1], [990, 1]]",3
992,1949,"[[483, 1], [875, 1]]",2
1624,1949,"[[2058, 1], [453, 1]]",3
222,1949,"[[137, 1]]",2
951,1949,"[[2093, 1], [870, 1]]",1
798,1949,"[[2058, 1], [1349, 1], [3122, 1], [137, 1]]",1
737,1949,"[[990, 1], [1671, 1]]",3
1528,1949,"[[1981, 1]]",3
1811,1949,"[[2368, 1], [483, 1], [1467, 1], [2311, 1]]",4
569,1949,"[[483, 1], [356, 1], [990, 1], [1127, 1], [762, 1]]",2
1294,1949,"[[1365, 1], [356, 1], [2093, 1]]",4
1741,1949,"[[137, 1]]",2
1068,1949,"[[1175, 1], [2093, 1]]",5
53,1949,"[[1629, 1], [2058, 1], [990, 1], [3237, 1], [3191, 1], [483, 1]]",4
629,1949,"[[2058, 1], [1324, 1], [601, 1], [1557, 1]]",3
1257,1949,"[[2058, 1], [813, 1], [1124, 1]]",3
700,1949,"[[122, 1], [2000, 1], [1684, 1]]",4
1177,1949,"[[2058, 1], [1990, 1], [2924, 1], [956, 1], [483, 1], [956, 1]]",4
1682,683,"[[483, 1], [990, 1], [3410, 1], [356, 1]]",1
171,683,"[[2554, 1], [990, 1], [3491, 1], [3491, 1]]",4
74,683,"[[483, 1], [1067, 1], [1724, 1]]",3
74,683,"[[150, 1], [1656, 1], [1458, 1], [356, 1]]",4
143,683,"[[2491, 1], [601, 1], [2265, 1], [1671, 1], [2491, 1]]",3
1218,683,"[[1019, 1], [78, 1], [3424, 1]]",2
246,683,"[[483, 1], [1019, 1], [1124, 1], [3410, 1], [790, 1]]",3
47,683,"[[3424, 1], [848, 1]]",3
1140,683,"[[1060, 1]]",2
859,683,"[[2368, 1], [2969, 1], [483, 1], [1908, 1], [1498, 1], [2359, 1], [2368, 1], [483, 1]]",1
793,4275,"[[166, 1], [2000, 1], [356, 1], [973, 1], [2562, 1], [2589, 1], [789, 1], [2913, 1], [2093, 1], [3202, 1]]",4
1027,4275,"[[284, 1], [3535, 1], [1845, 1], [2408, 1], [990, 1], [885, 1], [2387, 1], [789, 1], [2093, 1], [612, 1]]",4
851,4275,"[[2897, 1], [2000, 1], [2850, 1], [973, 1], [2093, 1]]",5
1793,4275,"[[284, 1], [3655, 1], [1837, 1], [3069, 1], [453, 1]]",5
500,4275,"[[2408, 1], [453, 1]]",4
329,4275,"[[1040, 1], [3235, 1], [3069, 1], [453, 1], [3191, 1], [3424, 1], [1055, 1], [789, 1]]",4
1484,4275,"[[284, 1], [2554, 1], [2958, 1], [3376, 1], [3191, 1], [920, 1], [1328, 1], [483, 1]]",4
882,4275,"[[540, 1], [2897, 1], [57, 1], [1990, 1], [3237, 1], [28, 1]]",3
718,4275,"[[2897, 1], [3226, 1], [2000, 1], [453, 1], [1724, 1], [2913, 1], [2093, 1], [1269, 1]]",3
81,4275,"[[3617, 1], [2933, 1], [2000, 1], [973, 1], [2090, 1], [1795, 1], [2093, 1], [2846, 1], [2147, 1], [1869, 1], [638, 1]]",2
822,4275,"[[3235, 1]]",2
1045,4275,"[[1019, 1], [1467, 1], [1124, 1], [2093, 1]]",2
1877,4275,"[[483, 1], [1019, 1], [1467, 1], [356, 1], [3237, 1], [1049, 1]]",4
500,4275,"[[2368, 1], [990, 1], [453, 1]]",4
595,4275,"[[3617, 1], [2812, 1], [790, 1], [573, 1], [2897, 1], [3418, 1]]",2
747,4275,"[[990, 1], [2093, 1]]",4
66,4275,"[[1019, 1], [2806, 1], [1199, 1], [357, 1]]",5
390,4275,"[[2897, 1], [2000, 1], [356, 1], [3655, 1], [3069, 1], [2093, 1], [3343, 1], [483, 1]]",4
1396,3639,"[[3226, 1]]",4
1566,3639,"[[1112, 1], [990, 1]]",5
47,3639,"[[417, 1], [573, 1]]",2
1042,3639,"[[3410, 1]]",3
1358,3639,"[[483, 1], [1365, 1]]",3
1625,3639,"[[483, 1], [483, 1], [3378, 1]]",4
877,3639,"[[3263, 1], [573, 1], [3424, 1]]",4
558,3639,"[[483, 1], [356, 1]]",4
578,2169,"[[2491, 1], [2156, 1], [990, 1]]",4
1221,2169,"[[2000, 1], [601, 1], [990, 1]]",3
192,2169,"[[483, 1], [1365, 1], [453, 1], [3424, 1], [2372, 1], [2147, 1]]",4
1489,2169,"[[150, 1], [347, 1], [1365, 1], [3375, 1], [1612, 1], [2156, 1], [3343, 1], [3424, 1], [3343, 1]]",3
387,2169,"[[2897, 1], [2093, 1], [2930, 1]]",3
459,2169,"[[3226, 1], [2000, 1], [2156, 1]]",3
1502,2169,"[[1019, 1], [2359, 1], [1671, 1]]",3
843,2169,"[[2270, 1], [3237, 1]]",2
1538,2169,"[[2777, 1], [3237, 1], [2156, 1], [2093, 1], [1765, 1]]",3
115,2169,"[[2058, 1], [2058, 1]]",3
1777,2169,"[[356, 1], [2562, 1]]",3
1508,2169,"[[2897, 1], [483, 1], [1612, 1], [1365, 1]]",4
934,4565,"[[1199, 1], [269, 1], [1669, 1], [2408, 1], [1724, 1], [2156, 1]]",4
619,4565,"[[1019, 1], [483, 1], [1067, 1], [267, 1], [356, 1], [2691, 1], [775, 1], [1539, 1], [2487, 1], [1334, 1], [1238, 1], [2147, 1], [2991, 1]]",5
811,4565,"[[3226, 1], [1467, 1]]",4
1151,4565,"[[483, 1], [267, 1], [3237, 1]]",5
1893,4565,"[[2093, 1]]",5
1651,4565,"[[483, 1], [2000, 1]]",5
1494,4565,"[[1629, 1], [1040, 1], [664, 1], [2554, 1], [1990, 1], [2812, 1], [1263, 1], [2088, 1], [453, 1], [789, 1], [233, 1], [559, 1], [453, 1]]",4
100,4565,"[[1199, 1], [356, 1], [2358, 1]]",4
1232,4565,"[[284, 1], [483, 1], [3304, 1], [2962, 1], [748, 1], [2408, 1], [3655, 1], [453, 1], [2331, 1]]",5
1178,4565,"[[1019, 1], [3645, 1], [2846, 1], [1019, 1], [356, 1]]",2
107,4565,"[[284, 1], [453, 1], [2093, 1]]",3
619,4565,"[[3226, 1], [150, 1], [3655, 1], [3343, 1], [356, 1]]",3
113,4565,"[[1019, 1], [1349, 1], [2282, 1], [453, 1], [3343, 1]]",4
1730,4565,"[[3224, 1]]",4
1124,4565,"[[965, 1], [67, 1], [1736, 1], [453, 1]]",5
1136,4565,"[[2897, 1], [2408, 1], [1365, 1]]",5
1129,4565,"[[1019, 1], [200, 1], [2667, 1]]",5
1842,4565,"[[3535, 1], [269, 1], [2282, 1]]",5
1416,4565,"[[267, 1], [1586, 1], [1869, 1], [453, 1], [2093, 1], [1263, 1], [975, 1]]",4
1532,4565,"[[2554, 1], [2358, 1], [3069, 1], [2093, 1], [3343, 1], [649, 1]]",3
539,4565,"[[1845, 1], [2456, 1], [1724, 1]]",5
1413,4565,"[[2962, 1], [2000, 1]]",2
1845,4565,"[[2812, 1], [2408, 1], [1127, 1], [2989, 1]]",4
1842,4565,"[[496, 1], [356, 1], [3237, 1], [1049, 1], [3424, 1], [356, 1]]",3
621,4565,"[[2788, 1], [483, 1], [496, 1], [2812, 1], [356, 1], [2408, 1], [3424, 1], [434, 1], [3424, 1]]",4
1384,4565,"[[284, 1], [1981, 1], [1019, 1], [885, 1], [2487, 1], [3343, 1], [1671, 1], [1428, 1]]",4
1075,4565,"[[1067, 1], [496, 1], [2408, 1], [3069, 1]]",5
1172,4565,"[[2491, 1], [3237, 1], [2093, 1]]",4
985,4565,"[[1518, 1], [1334, 1], [2093, 1]]",4
1129,4565,"[[2491, 1], [990, 1], [2491, 1]]",5
675,4565,"[[1043, 1], [275, 1], [284, 1]]",4
1440,4565,"[[2897, 1], [1039, 1], [990, 1], [3191, 1], [789, 1], [233, 1]]",5
1405,4565,"[[3226, 1], [267, 1], [356, 1], [3655, 1], [1923, 1], [1724, 1], [789, 1], [2093, 1], [630, 1]]",4
1741,4565,"[[150, 1], [600, 1], [356, 1], [2147, 1]]",3
467,4565,"[[3235, 1]]",5
1423,4565,"[[3226, 1], [1629, 1], [2456, 1], [2093, 1], [1031, 1]]",4
1692,4565,"[[284, 1], [841, 1]]",5
563,4565,"[[2093, 1]]",3
1149,4565,"[[184, 1], [789, 1]]",4
1027,1619,"[[137, 1], [3237, 1], [2331, 1], [3343, 1], [2093, 1], [920, 1]]",4
48,1619,"[[934, 1]]",4
81,1619,"[[2058, 1]]",5
595,1619,"[[2000, 1]]",3
718,1619,"[[1586, 1], [284, 1]]",4
259,1619,"[[496, 1], [3292, 1], [948, 1], [2620, 1]]",3
1877,1619,"[[356, 1]]",3
1886,1619,"[[483, 1]]",3
1462,1619,"[[483, 1], [1124, 1], [3663, 1]]",3
964,1619,"[[483, 1], [137, 1]]",3
326,1619,"[[483, 1], [1124, 1]]",3
1193,1619,"[[483, 1]]",2
1302,4113,"[[284, 1], [2933, 1], [356, 1], [3237, 1], [877, 1], [1724, 1], [3191, 1], [2093, 1]]",5
699,4113,"[[1835, 1], [3617, 1], [3093, 1], [2906, 1], [3237, 1]]",5
313,4113,"[[3226, 1], [284, 1], [1122, 1]]",5
1642,4113,"[[3226, 1], [2408, 1]]",3
1221,4113,"[[2000, 1], [453, 1], [2093, 1]]",4
192,4113,"[[150, 1], [453, 1], [233, 1], [1269, 1]]",4
1517,4113,"[[1122, 1], [1612, 1], [233, 1]]",4
1508,4113,"[[483, 1], [3617, 1], [1019, 1], [2358, 1], [3237, 1], [2093, 1], [3224, 1], [28, 1], [2621, 1], [844, 1]]",4
1773,4113,"[[150, 1], [2000, 1], [1612, 1], [841, 1]]",4
911,4570,"[[356, 1], [474, 1]]",5
1131,4570,"[[3226, 1], [2554, 1], [2812, 1], [3237, 1], [1795, 1], [2093, 1], [2147, 1], [1914, 1]]",5
749,4570,"[[1019, 1], [496, 1], [356, 1], [3244, 1], [453, 1], [2093, 1], [496, 1]]",4
1640,4570,"[[496, 1], [980, 1], [3237, 1], [301, 1], [2093, 1]]",4
1023,4570,"[[2554, 1], [267, 1], [496, 1], [3237, 1], [1724, 1]]",4
340,4570,"[[2093, 1]]",4
301,4570,"[[1537, 1]]",2
1704,4570,"[[1990, 1], [2562, 1]]",4
1271,4570,"[[2368, 1], [2788, 1], [356, 1], [990, 1], [3343, 1], [2093, 1]]",5
1135,4570,"[[57, 1], [3343, 1]]",3
222,722,"[[137, 1], [1186, 1], [3343, 1], [2554, 1]]",2
53,722,"[[483, 1], [289, 1], [1324, 1], [3237, 1], [19, 1], [875, 1], [915, 1]]",4
317,722,"[[483, 1], [990, 1]]",4
153,722,"[[2969, 1], [990, 1], [875, 1], [2074, 1]]",5
1436,722,"[[2408, 1], [2620, 1]]",4
1159,722,"[[3418, 1]]",3
1416,722,"[[137, 1], [601, 1], [2260, 1]]",5
514,722,"[[483, 1], [990, 1]]",2
924,722,"[[2897, 1], [3465, 1], [356, 1], [675, 1]]",3
853,722,"[[675, 1], [1049, 1]]",3
836,722,"[[356, 1]]",2
1688,722,"[[150, 1], [483, 1], [885, 1], [2147, 1], [2621, 1]]",4
621,722,"[[2602, 1], [172, 1], [3237, 1]]",2
1035,722,"[[2562, 1]]",3
1042,722,"[[356, 1], [1498, 1], [2093, 1]]",2
1163,722,"[[965, 1], [356, 1], [421, 1]]",3
824,722,"[[356, 1], [1365, 1], [2093, 1]]",5
1115,1622,"[[1817, 1], [134, 1], [1467, 1], [2408, 1], [1539, 1], [3237, 1], [247, 1], [1055, 1], [2714, 1]]",4
1809,1622,"[[2000, 1], [2408, 1], [465, 1]]",4
684,1622,"[[3235, 1], [356, 1], [975, 1], [2896, 1]]",4
575,1622,"[[356, 1], [1365, 1]]",5
575,1622,"[[2456, 1], [1199, 1]]",5
1111,1622,"[[3596, 1], [975, 1]]",5
1396,2039,"[[356, 1], [810, 1]]",1
1588,2039,"[[2408, 1], [3237, 1], [1049, 1], [1083, 1], [2093, 1]]",4
1312,2039,"[[2368, 1], [57, 1], [267, 1], [2000, 1], [1845, 1], [1539, 1], [1049, 1], [453, 1], [1269, 1]]",4
1300,2039,"[[284, 1], [1040, 1], [1845, 1], [1923, 1], [810, 1]]",4
1640,2039,"[[2661, 1], [1837, 1], [2093, 1]]",5
84,2039,"[[1019, 1], [2000, 1], [1124, 1], [311, 1], [3343, 1], [2093, 1], [3343, 1]]",4
1385,2039,"[[3226, 1], [150, 1], [2933, 1], [2000, 1], [2408, 1], [2088, 1], [2093, 1], [1269, 1], [1629, 1], [284, 1], [356, 1], [1724, 1], [3343, 1], [2147, 1], [2812, 1], [126, 1], [3184, 1]]",5
368,2039,"[[3570, 1], [1467, 1], [1124, 1], [3544, 1], [3655, 1], [789, 1], [2093, 1]]",3
805,2039,"[[2946, 1], [2616, 1], [2000, 1], [2584, 1]]",5
1403,2039,"[[2093, 1]]",5
581,407,"[[483, 1], [1050, 1], [2491, 1], [1719, 1], [1124, 1], [973, 1], [1049, 1], [456, 1], [2339, 1]]",4
1097,407,"[[2368, 1], [483, 1], [1990, 1], [2000, 1], [2408, 1], [877, 1], [1724, 1], [675, 1]]",4
1863,407,"[[483, 1]]",4
1300,407,"[[356, 1], [2562, 1], [3343, 1], [483, 1]]",4
74,407,"[[284, 1], [3061, 1], [483, 1], [1019, 1], [2908, 1], [1669, 1], [2408, 1], [973, 1], [3237, 1], [1754, 1], [1629, 1], [2331, 1]]",4
1688,407,"[[2058, 1]]",3
750,407,"[[2946, 1], [356, 1]]",5
934,407,"[[3226, 1], [1605, 1], [356, 1], [2577, 1], [2562, 1]]",3
751,407,"[[3343, 1]]",4
