user,item,feature,rate
43,117,"[[77, 1], [1155, 1], [186, 1], [565, 1], [1928, 1], [77, 1]]",3
122,810,"[[268, 1], [635, 1], [1155, 1], [1527, 1], [565, 1], [1867, 1]]",5
43,1749,"[[1155, 1], [643, 1], [1368, 1], [1928, 1], [1941, 1]]",5
40,2264,"[[142, 1], [1650, 1], [1454, 1], [731, 1]]",3
88,4284,"[[1671, 1]]",4
96,4989,"[[1135, 1], [1273, 1]]",4
114,755,"[[1869, 1], [186, 1], [1479, 1], [479, 1], [2073, 1], [731, 1]]",3
90,1892,"[[969, 1]]",4
29,2813,"[[1023, 1]]",2
24,4984,"[[268, 1]]",5
62,1123,"[[186, 1], [62, 1], [1423, 1], [1669, 1]]",5
35,3779,"[[1479, 1], [1650, 1]]",3
45,3852,"[[186, 1], [643, 1], [445, 1], [1947, 1]]",3
30,720,"[[1889, 1], [640, 1], [115, 1]]",4
108,1790,"[[256, 1], [176, 1]]",4
147,2726,"[[1963, 1], [1302, 1]]",4
52,3851,"[[268, 1], [581, 1], [755, 1], [565, 1], [1921, 1], [1867, 1], [538, 1]]",1
118,505,"[[941, 1], [689, 1], [246, 1], [1863, 1]]",3
19,1862,"[[581, 1], [835, 1], [1928, 1]]",3
76,4556,"[[77, 1], [635, 1], [565, 1], [1850, 1], [547, 1]]",5
53,4524,"[[965, 1], [77, 1], [258, 1]]",5
42,388,"[[845, 1]]",3
29,2398,"[[293, 1], [268, 1], [77, 1], [565, 1], [342, 1], [1928, 1], [1867, 1], [77, 1]]",4
92,5206,"[[596, 1]]",4
109,560,"[[47, 1], [731, 1], [293, 1]]",5
46,899,"[[1213, 1]]",5
59,4865,"[[1372, 1], [268, 1], [77, 1], [445, 1], [1468, 1]]",5
136,722,"[[2071, 1]]",2
15,4847,"[[2043, 1], [1869, 1], [186, 1], [342, 1], [556, 1]]",4
126,1616,"[[246, 1], [731, 1]]",5
149,2010,"[[643, 1], [1315, 1]]",4
152,1323,"[[268, 1]]",4
10,817,"[[689, 1], [845, 1], [1267, 1], [101, 1]]",2
31,2023,"[[2079, 1], [1530, 1], [1273, 1], [646, 1]]",4
67,1264,"[[1503, 1], [1231, 1], [444, 1], [1928, 1], [1977, 1]]",3
79,797,"[[1347, 1]]",5
109,3889,"[[1657, 1], [140, 1]]",1
75,2227,"[[1093, 1], [380, 1], [1363, 1], [526, 1], [1963, 1]]",5
62,969,"[[15, 1], [736, 1], [428, 1]]",5
137,3555,"[[445, 1]]",4
147,4548,"[[293, 1], [565, 1], [249, 1], [1956, 1]]",4
3,1989,"[[186, 1], [644, 1]]",3
109,707,"[[2016, 1]]",1
149,2488,"[[1213, 1], [694, 1]]",4
8,4623,"[[764, 1]]",4
4,2732,"[[479, 1]]",3
52,4931,"[[88, 1], [1397, 1]]",3
149,48,"[[1479, 1], [1009, 1]]",3
86,2220,"[[186, 1]]",5
92,3665,"[[689, 1]]",4
75,202,"[[1093, 1], [53, 1]]",4
76,1909,"[[152, 1], [1155, 1], [556, 1], [1599, 1], [1857, 1]]",3
146,3975,"[[1273, 1]]",3
92,4711,"[[1639, 1], [1273, 1]]",3
139,3454,"[[1688, 1]]",4
92,1318,"[[1273, 1]]",2
96,2278,"[[1023, 1], [479, 1], [969, 1], [2079, 1], [1732, 1]]",3
4,3946,"[[1189, 1], [1155, 1]]",4
58,3776,"[[243, 1], [703, 1], [1874, 1], [449, 1]]",3
15,193,"[[1189, 1], [689, 1], [1048, 1], [736, 1], [596, 1]]",3
105,3461,"[[268, 1], [929, 1], [460, 1], [460, 1]]",2
145,2084,"[[1023, 1], [526, 1]]",5
147,4436,"[[1418, 1], [89, 1], [937, 1], [319, 1]]",3
7,4637,"[[293, 1], [565, 1], [62, 1], [293, 1]]",3
14,2454,"[[941, 1], [479, 1]]",4
50,71,"[[1953, 1], [142, 1], [1692, 1], [1418, 1], [1548, 1], [941, 1], [243, 1], [1548, 1]]",4
64,1179,"[[705, 1], [705, 1]]",5
59,998,"[[460, 1], [307, 1], [288, 1]]",4
65,4180,"[[1546, 1]]",2
135,3664,"[[1397, 1]]",3
51,2997,"[[1507, 1], [1715, 1]]",4
66,4340,"[[1177, 1], [77, 1]]",1
129,2875,"[[1674, 1], [1397, 1]]",3
88,3565,"[[795, 1]]",4
1,3630,"[[835, 1], [406, 1], [1567, 1], [777, 1]]",4
75,2586,"[[380, 1], [1363, 1], [2071, 1], [1023, 1]]",4
59,366,"[[1142, 1]]",4
113,1906,"[[694, 1], [422, 1], [731, 1], [694, 1], [428, 1]]",4
22,264,"[[1928, 1]]",3
93,4659,"[[137, 1], [969, 1]]",5
142,2011,"[[1951, 1], [268, 1]]",4
4,4228,"[[564, 1], [1354, 1], [568, 1], [428, 1]]",2
39,2818,"[[1093, 1], [777, 1], [62, 1]]",4
7,869,"[[1650, 1], [186, 1], [1514, 1], [1873, 1]]",3
138,316,"[[730, 1], [445, 1], [1104, 1]]",4
152,4248,"[[163, 1]]",5
48,677,"[[206, 1], [77, 1], [777, 1], [501, 1], [1867, 1], [361, 1]]",4
99,4077,"[[736, 1], [1397, 1], [1172, 1], [246, 1]]",4
67,3465,"[[581, 1], [1530, 1], [1874, 1], [1134, 1]]",2
99,383,"[[1487, 1], [1479, 1]]",3
9,4445,"[[1232, 1]]",5
146,1778,"[[509, 1], [1522, 1]]",3
30,4174,"[[736, 1], [1567, 1], [2046, 1]]",3
60,223,"[[777, 1]]",4
32,3047,"[[689, 1], [1874, 1], [1213, 1]]",5
18,1878,"[[2024, 1], [689, 1], [1692, 1], [1418, 1], [268, 1], [1692, 1]]",4
105,3790,"[[777, 1], [1078, 1], [1986, 1]]",3
75,2353,"[[1873, 1]]",4
88,1618,"[[152, 1], [1234, 1], [1397, 1], [1952, 1], [642, 1], [385, 1], [1725, 1], [605, 1], [731, 1], [731, 1]]",4
28,623,"[[689, 1], [186, 1], [1126, 1], [731, 1]]",3
118,2781,"[[1674, 1], [581, 1], [1567, 1], [596, 1], [115, 1]]",2
10,3019,"[[1632, 1]]",4
31,4643,"[[605, 1], [705, 1], [605, 1]]",4
8,1511,"[[992, 1], [592, 1]]",2
2,1784,"[[1213, 1]]",3
99,939,"[[1023, 1], [249, 1]]",3
83,4918,"[[1874, 1], [1213, 1]]",5
100,1653,"[[1294, 1], [1567, 1], [1213, 1]]",3
15,421,"[[1327, 1], [294, 1], [1479, 1], [1986, 1], [182, 1]]",3
115,2757,"[[1273, 1]]",4
89,521,"[[1479, 1]]",5
44,2688,"[[1372, 1], [268, 1], [545, 1], [565, 1]]",4
106,2645,"[[1714, 1], [1963, 1]]",4
128,1081,"[[2079, 1], [1874, 1]]",5
40,2744,"[[694, 1], [1104, 1]]",4
10,2214,"[[355, 1]]",3
20,4439,"[[581, 1], [1479, 1], [559, 1], [596, 1], [1243, 1]]",4
1,5127,"[[146, 1], [186, 1]]",3
144,3830,"[[1956, 1]]",5
147,3800,"[[1714, 1], [891, 1], [1423, 1], [2073, 1], [1096, 1], [738, 1]]",5
56,3730,"[[1044, 1]]",4
128,5132,"[[77, 1], [1155, 1]]",5
0,3137,"[[136, 1]]",4
94,1284,"[[1213, 1], [1650, 1], [186, 1], [1213, 1]]",4
78,2639,"[[605, 1]]",5
92,4647,"[[941, 1], [268, 1], [11, 1]]",4
92,3514,"[[596, 1]]",3
39,2076,"[[1869, 1], [268, 1], [1369, 1], [1928, 1]]",3
14,1035,"[[268, 1], [1874, 1]]",5
19,1800,"[[1176, 1], [1874, 1]]",4
88,1752,"[[941, 1], [202, 1], [249, 1], [1946, 1]]",4
15,515,"[[268, 1]]",2
134,513,"[[1368, 1], [1425, 1]]",5
42,3049,"[[1669, 1]]",4
3,2159,"[[1708, 1], [1267, 1]]",4
72,187,"[[776, 1], [705, 1], [1931, 1]]",4
76,502,"[[635, 1], [1815, 1]]",4
93,4542,"[[581, 1], [268, 1], [186, 1], [1213, 1]]",2
10,3966,"[[941, 1]]",3
29,1517,"[[243, 1]]",3
70,89,"[[941, 1]]",4
151,3092,"[[1145, 1], [268, 1], [161, 1], [1441, 1], [324, 1]]",4
132,5084,"[[186, 1]]",3
118,3753,"[[1423, 1]]",1
92,2477,"[[792, 1], [1068, 1]]",4
100,5254,"[[69, 1]]",2
101,1473,"[[1224, 1], [142, 1], [1126, 1]]",5
100,4306,"[[694, 1]]",1
142,3855,"[[835, 1], [2052, 1], [565, 1]]",5
88,4389,"[[1093, 1]]",2
109,5067,"[[551, 1], [35, 1], [998, 1], [246, 1]]",5
18,4784,"[[1310, 1], [1046, 1], [516, 1], [1859, 1], [1243, 1]]",3
137,507,"[[1375, 1]]",3
31,3118,"[[1418, 1], [1889, 1], [546, 1], [1273, 1]]",5
112,1982,"[[1632, 1], [2071, 1], [445, 1], [969, 1]]",5
61,2995,"[[1213, 1]]",3
90,4438,"[[584, 1], [694, 1], [1628, 1], [1023, 1], [1104, 1]]",4
28,3140,"[[1397, 1], [1874, 1]]",4
34,1892,"[[21, 1], [460, 1], [1670, 1], [1479, 1]]",3
56,2417,"[[1546, 1]]",5
81,4379,"[[1874, 1]]",4
56,3221,"[[1387, 1]]",4
99,4942,"[[1093, 1], [1931, 1], [1813, 1]]",3
18,3335,"[[607, 1]]",4
76,414,"[[1189, 1], [268, 1], [635, 1], [777, 1], [565, 1], [2074, 1]]",4
149,1137,"[[643, 1]]",4
149,3422,"[[186, 1], [1172, 1]]",3
39,594,"[[1674, 1], [581, 1], [1842, 1], [835, 1], [1796, 1], [643, 1], [256, 1], [1423, 1], [1038, 1], [1213, 1], [1275, 1], [351, 1], [1243, 1], [186, 1]]",2
127,1582,"[[1473, 1]]",2
143,958,"[[2016, 1]]",4
31,2239,"[[243, 1], [186, 1], [2073, 1], [731, 1]]",5
63,3870,"[[1873, 1]]",3
104,4507,"[[1873, 1], [694, 1], [1874, 1], [2073, 1], [1213, 1]]",4
103,3759,"[[1155, 1], [1815, 1]]",5
25,1156,"[[635, 1], [835, 1], [1155, 1], [565, 1], [1631, 1], [2003, 1], [1928, 1], [547, 1], [1243, 1], [1717, 1]]",3
1,4233,"[[545, 1]]",3
75,3561,"[[1455, 1], [417, 1]]",5
127,4500,"[[2016, 1], [531, 1], [898, 1], [2016, 1]]",1
86,1509,"[[249, 1]]",5
34,4630,"[[1954, 1], [1484, 1], [186, 1]]",1
99,2705,"[[152, 1], [1650, 1], [385, 1], [385, 1]]",2
89,2600,"[[545, 1], [1874, 1]]",4
16,39,"[[992, 1]]",5
114,2769,"[[689, 1], [869, 1], [1213, 1]]",3
149,994,"[[1956, 1]]",4
15,3373,"[[646, 1]]",4
62,174,"[[1301, 1], [1433, 1], [1210, 1]]",5
152,147,"[[777, 1], [1567, 1]]",4
128,4668,"[[268, 1], [581, 1], [509, 1], [618, 1], [1873, 1]]",1
92,734,"[[689, 1], [186, 1], [1213, 1]]",3
75,551,"[[186, 1]]",3
22,4307,"[[428, 1], [1972, 1]]",5
44,4801,"[[152, 1], [1189, 1], [689, 1]]",4
114,144,"[[1543, 1]]",2
18,4471,"[[1940, 1], [1688, 1], [565, 1]]",5
10,3247,"[[1093, 1], [1931, 1], [85, 1], [1738, 1], [1650, 1], [137, 1], [1016, 1], [526, 1], [1461, 1], [1888, 1], [1928, 1], [605, 1]]",5
121,2671,"[[2016, 1]]",5
17,4003,"[[1423, 1]]",4
95,3,"[[268, 1], [565, 1]]",1
88,560,"[[152, 1]]",3
91,231,"[[1874, 1]]",5
87,1003,"[[249, 1]]",4
79,185,"[[1213, 1], [1956, 1], [731, 1]]",4
131,2066,"[[108, 1], [545, 1], [1956, 1]]",4
114,431,"[[694, 1]]",3
48,1801,"[[1479, 1], [1849, 1]]",4
39,2383,"[[508, 1], [1210, 1]]",4
63,2761,"[[294, 1]]",3
83,924,"[[152, 1], [274, 1], [1261, 1], [186, 1], [351, 1], [2042, 1]]",5
56,3877,"[[142, 1], [581, 1], [835, 1], [643, 1], [1368, 1], [1567, 1], [1992, 1], [1423, 1], [1213, 1]]",4
147,1300,"[[2037, 1], [142, 1], [1738, 1], [2079, 1], [230, 1], [1888, 1]]",4
144,1170,"[[835, 1], [1129, 1], [186, 1], [1213, 1]]",4
59,526,"[[565, 1], [605, 1]]",4
146,1688,"[[2037, 1], [1931, 1], [792, 1], [137, 1], [526, 1], [765, 1]]",4
92,2770,"[[581, 1]]",5
146,4964,"[[142, 1], [1874, 1]]",3
88,2393,"[[1397, 1], [61, 1]]",4
24,2978,"[[1956, 1]]",1
50,185,"[[928, 1], [83, 1], [835, 1], [596, 1], [15, 1]]",3
102,5011,"[[746, 1], [186, 1], [137, 1]]",4
42,1217,"[[731, 1], [1690, 1], [736, 1]]",3
16,5182,"[[294, 1], [428, 1]]",4
27,2534,"[[1869, 1], [186, 1], [1567, 1], [1058, 1], [605, 1]]",4
147,4906,"[[297, 1], [1874, 1]]",3
88,825,"[[777, 1], [1213, 1]]",2
147,1134,"[[1023, 1], [2048, 1], [1521, 1]]",4
7,4046,"[[1873, 1], [1126, 1], [987, 1], [62, 1], [1213, 1]]",4
114,1565,"[[835, 1]]",4
56,2018,"[[1769, 1], [212, 1], [694, 1], [1479, 1], [1444, 1]]",5
146,4482,"[[785, 1], [1730, 1]]",4
64,545,"[[926, 1], [1135, 1], [1423, 1], [605, 1]]",4
119,659,"[[1213, 1]]",4
39,4627,"[[1315, 1], [428, 1], [476, 1]]",3
75,678,"[[1224, 1], [1210, 1], [731, 1], [694, 1]]",4
7,823,"[[646, 1], [605, 1], [605, 1]]",5
37,4553,"[[1874, 1]]",4
109,1923,"[[289, 1], [1977, 1], [1710, 1], [1928, 1], [1213, 1]]",3
138,1211,"[[1874, 1]]",4
37,4757,"[[1423, 1], [1514, 1]]",4
50,5160,"[[21, 1], [1670, 1]]",4
151,3460,"[[646, 1]]",4
58,4926,"[[941, 1], [324, 1]]",4
54,1289,"[[1172, 1]]",5
61,255,"[[186, 1]]",5
2,4688,"[[590, 1], [491, 1], [736, 1], [476, 1]]",4
42,3054,"[[565, 1], [137, 1], [727, 1], [496, 1], [1732, 1], [992, 1]]",4
132,3042,"[[777, 1], [565, 1]]",4
119,2358,"[[694, 1], [1692, 1]]",3
