user,item,feature,rate
ia1nTRAQEaFWv0cwADeK7g,3C84uawGg_icNH4BNiSmjQ,"[['trip', 1], ['drinks', 1], ['inside', 1], ['drinks', 1]]",3
kGgAARL2UmvCcTRfiscjug,3MIy-ca6QVtKWXNzerQxWw,"[['wait', 1], ['def', 1], ['prices', 1]]",5
kGgAARL2UmvCcTRfiscjug,3MIy-ca6QVtKWXNzerQxWw,"[['glass', 1], ['bar', 1], ['lights', 1], ['glass', 1], ['service', 1]]",2
XjfKBr96h6GgrfkR_q6gIA,3MIy-ca6QVtKWXNzerQxWw,"[['lunch', 1], ['char', 1], ['roll', 1], ['ambiance', 1]]",4
5MhbO-FbPPRkM1G9oZsdOQ,3MIy-ca6QVtKWXNzerQxWw,"[['flavor', 1], ['tables', 1], ['REALLY', 1], ['dishes', 1], ['sauce', 1], ['menu', 1], ['mussels', 1], ['cheese', 1], ['inside', 1], ['Kinda', 1]]",3
ia1nTRAQEaFWv0cwADeK7g,3MIy-ca6QVtKWXNzerQxWw,"[['meal', 1], ['atmosphere', 1], ['wait', 1], ['brie', 1], ['def', 1], ['service', 1], ['prices', 1]]",4
rzHZ3iYVQe_8h2e42DbUsw,3MIy-ca6QVtKWXNzerQxWw,"[['wait', 1], ['bread', 1], ['pizza', 1], ['staff', 1]]",2
PV5voYSD43Cn_3gHmxG7DA,3MIy-ca6QVtKWXNzerQxWw,"[['flavor', 1], ['brie', 1], ['glass', 1], ['onions', 1], ['def', 1], ['dish', 1], ['service', 1], ['cheese', 1], ['Caesar', 1]]",4
JffajLV-Dnn-eGYgdXDxFg,3R3fjDKBoF8-3eKQKXdrcw,"[['tender', 1], ['ass', 1], ['bar', 1], ['wait', 1], ['drinks', 1], ['pool', 1], ['smoke', 1], ['patio', 1], ['bar', 1]]",3
ChgmBht69bnqSdDxpWMAqQ,3RPwSu6uANkE4M3hnB8E2g,"[['def', 1], ['crowd', 1]]",3
OAd-vbR_POac1zHtu-Y2Zg,3RPwSu6uANkE4M3hnB8E2g,"[['pool', 1], ['seating', 1], ['Pretty', 1]]",4
usQTOj7LQ9v0Fl98gRa3Iw,3SVc0wqI3ulVHR9w_CN6-w,"[['dancing', 1], ['Mexican', 1], ['dance', 1], ['hiphop', 1], ['ass', 1]]",3
ChgmBht69bnqSdDxpWMAqQ,3UsoXpGO0Enox-WgGzt8Tw,"[['tv screens', 1], ['dancers', 1], ['dj', 1], ['drinks', 1], ['ass', 1], ['cool', 1]]",4
Yw-Q_4QrwWffjnHWLvo4kw,3W3e6nbSxePT4ctJGkljZQ,"[['flavor', 1], ['bar', 1], ['wait', 1], ['service', 1], ['restaurant', 1], ['location', 1], ['food', 1], ['server', 1], ['service', 1]]",3
xj6NkHKs40GSnhRrWOuzUQ,3W3e6nbSxePT4ctJGkljZQ,"[['crowd', 1], ['service', 1], ['dip', 1], ['sauce', 1], ['beer', 1]]",4
OAd-vbR_POac1zHtu-Y2Zg,3WZirVpghhNWTa4N2HU-xQ,"[['chicken', 1], ['def', 1], ['dip', 1], ['fav', 1], ['burgers', 1]]",4
4ozupHULqGyO42s3zNUzOQ,3XG4-xRNCHPQs2sAYa66pw,"[['bar', 1], ['music', 1], ['sound system', 1], ['Scottsdale', 1]]",2
AdFpuH7MSin8cKmpT3IbCA,3cKrdTUKV6lNDcckcHcCvg,"[['atmosphere', 1]]",4
2l2lRFuHLdyGjAuusqPDag,3cKrdTUKV6lNDcckcHcCvg,"[['martini', 1]]",4
sbvSyNtI7Sgp7k4qzf2reg,3cKrdTUKV6lNDcckcHcCvg,"[['vibe', 1], ['bar', 1], ['bartenders', 1], ['sink', 1], ['inside', 1], ['drink', 1], ['music', 1], ['inside', 1]]",5
kGgAARL2UmvCcTRfiscjug,3fA43apyr5i8PAm0Az04hQ,"[['IPA', 1]]",4
glRXVWWD6x1EZKfjJawTOg,3fA43apyr5i8PAm0Az04hQ,"[['sauces', 1], ['ale', 1], ['sauce', 1], ['chips', 1], ['fries', 1]]",3
9LwyHtKt5iRqlcFH-897aQ,3fA43apyr5i8PAm0Az04hQ,"[['wait', 1], ['hour', 1], ['snack', 1], ['hella', 1]]",2
4ozupHULqGyO42s3zNUzOQ,3g2ofV7mhEoPyfF7vFMObA,"[['bar', 1], ['crowd', 1], ['regulars', 1], ['floor', 1], ['dance', 1], ['drinks', 1]]",3
8JC-Yb3UDUv2FUl5ym1nVg,3g2ofV7mhEoPyfF7vFMObA,"[['bar', 1], ['Nothing', 1], ['drinks', 1]]",3
ST8Yzlk2MqKlcaLqL2djBg,3g2ofV7mhEoPyfF7vFMObA,"[['bar', 1], ['lighting', 1]]",3
ChgmBht69bnqSdDxpWMAqQ,3gPEKDsMklt9-W-EPDj9ag,"[['crowd', 1], ['visit', 1], ['drinks', 1]]",2
fczQCSmaWF78toLEmb0Zsw,3n9mSKySEv3G03YjcU-YOQ,"[['bruschetta', 1], ['food', 1], ['location', 1]]",4
4ozupHULqGyO42s3zNUzOQ,3n9mSKySEv3G03YjcU-YOQ,"[['glass', 1], ['wine bars', 1], ['eateries', 1], ['visit', 1]]",5
C8ZTiwa7qWoPSMIivTeSfw,3n9mSKySEv3G03YjcU-YOQ,"[['bacon', 1], ['wait', 1], ['chicken', 1], ['bar', 1], ['bread', 1], ['trip', 1], ['def', 1], ['char', 1], ['fireplace', 1], ['cheese', 1]]",5
8p4at4zdzCpueAmSBaorZA,3n9mSKySEv3G03YjcU-YOQ,"[['location', 1], ['table', 1]]",4
usQTOj7LQ9v0Fl98gRa3Iw,3n9mSKySEv3G03YjcU-YOQ,"[['def', 1], ['service', 1], ['visit', 1]]",4
4ozupHULqGyO42s3zNUzOQ,3n9mSKySEv3G03YjcU-YOQ,"[['parking', 1], ['patio', 1], ['food', 1]]",5
sALB8-F04S9VcZMF_GkGUA,3n9mSKySEv3G03YjcU-YOQ,"[['app', 1], ['wait', 1], ['roll', 1], ['mix', 1], ['goat cheese', 1], ['cheese', 1]]",4
wLDWtFpyh0hr3wfpj_lxWg,3n9mSKySEv3G03YjcU-YOQ,"[['hour', 1]]",4
-K3ZjROK0ml2P-Rk7ttHzA,3ovqR1z7Imm7uY41m8_iIQ,"[['chicken', 1], ['roll', 1], ['couch', 1], ['hookahs', 1], ['water glasses', 1], ['ambiance', 1], ['lighting', 1], ['rice', 1], ['booth', 1], ['flavor', 1], ['tables', 1], ['music', 1], ['tip', 1], ['dish', 1], ['feta cheese', 1], ['sugar', 1], ['WAY', 1]]",4
ChgmBht69bnqSdDxpWMAqQ,3ovqR1z7Imm7uY41m8_iIQ,"[['hookah', 1], ['bar', 1], ['def', 1], ['service', 1], ['couches', 1], ['lighting', 1]]",4
0bNXP9quoJEgyVZu9ipGgQ,3xEB9FyFXolq1b_Qn_BFtg,"[['def', 1], ['chips', 1], ['food', 1]]",3
usQTOj7LQ9v0Fl98gRa3Iw,3xEB9FyFXolq1b_Qn_BFtg,"[['food', 1]]",4
F6QsMoJdvtohlbnST-fDyQ,3xEB9FyFXolq1b_Qn_BFtg,"[['decor', 1]]",5
KJDymAcoPiW_vuqthGxfpQ,3xEB9FyFXolq1b_Qn_BFtg,"[['wait', 1], ['def', 1], ['decor', 1], ['corn', 1], ['staff', 1], ['food', 1], ['booth', 1]]",3
PV5voYSD43Cn_3gHmxG7DA,40xXIs_WIOvrhtbS7QJ1ZQ,"[['prices', 1]]",3
8p4at4zdzCpueAmSBaorZA,41j3GB7M-Lwq284Pfb9zgw,"[['potatoes', 1]]",3
ST8Yzlk2MqKlcaLqL2djBg,41j3GB7M-Lwq284Pfb9zgw,"[['service', 1], ['beer', 1], ['food', 1]]",5
y5_vrqIylhXMrejM_-x_vA,41j3GB7M-Lwq284Pfb9zgw,"[['meal', 1], ['tables', 1], ['watering holes', 1], ['patio', 1]]",4
4ozupHULqGyO42s3zNUzOQ,41j3GB7M-Lwq284Pfb9zgw,"[['flavors', 1], ['tables', 1], ['bar', 1], ['cool', 1], ['beer', 1]]",4
usQTOj7LQ9v0Fl98gRa3Iw,41j3GB7M-Lwq284Pfb9zgw,"[['TV', 1], ['menu', 1], ['dinner', 1], ['beer', 1], ['food', 1], ['cider', 1]]",4
4p-qAdc_ZLXfieNwaZGNGA,41t-hpClH6k5ZlK39Q3WIQ,"[['beers', 1], ['visit', 1], ['food', 1], ['burgers', 1], ['cheese', 1]]",4
wY05e7eTtMLvkg0bcZ6zwA,41t-hpClH6k5ZlK39Q3WIQ,"[['price', 1], ['menu', 1], ['food', 1]]",4
bCLFdVfkAiZ7t1xDskb66Q,45CkLZEIYK4KLDAb5GvxEg,"[['def', 1], ['hour prices', 1], ['service', 1]]",1
PV5voYSD43Cn_3gHmxG7DA,45CkLZEIYK4KLDAb5GvxEg,"[['salad', 1], ['restaurants', 1], ['cons', 1], ['appetizers', 1]]",3
rzHZ3iYVQe_8h2e42DbUsw,45CkLZEIYK4KLDAb5GvxEg,"[['table', 1]]",2
XjfKBr96h6GgrfkR_q6gIA,45CkLZEIYK4KLDAb5GvxEg,"[['chicken', 1], ['bar', 1], ['shrimp', 1]]",3
GzCK2q4opam7eeyqlUDywg,45CkLZEIYK4KLDAb5GvxEg,"[['sauce', 1]]",2
sbvSyNtI7Sgp7k4qzf2reg,45CkLZEIYK4KLDAb5GvxEg,"[['bar', 1], ['restaurant', 1], ['flooring', 1]]",1
4p-qAdc_ZLXfieNwaZGNGA,45CkLZEIYK4KLDAb5GvxEg,"[['disappointment', 1], ['pineapple', 1], ['service', 1], ['visit', 1], ['dinner', 1], ['booth', 1], ['rice', 1]]",3
Yw-Q_4QrwWffjnHWLvo4kw,45CkLZEIYK4KLDAb5GvxEg,"[['parking', 1], ['hour', 1], ['bartenders', 1], ['visit', 1], ['hour specials', 1], ['food', 1]]",4
kGgAARL2UmvCcTRfiscjug,45puCRQ6Vh_IIAy7kkfFDQ,"[['app', 1], ['patio area', 1]]",2
4ozupHULqGyO42s3zNUzOQ,45puCRQ6Vh_IIAy7kkfFDQ,"[['bar food', 1], ['wait', 1], ['bar', 1], ['def', 1], ['sports', 1]]",4
4ozupHULqGyO42s3zNUzOQ,45puCRQ6Vh_IIAy7kkfFDQ,"[['service', 1], ['food', 1]]",4
kGgAARL2UmvCcTRfiscjug,45puCRQ6Vh_IIAy7kkfFDQ,"[['atmosphere', 1], ['fans', 1]]",3
4ozupHULqGyO42s3zNUzOQ,4CC4J_bepXOiWVS4CVN6NA,"[['app', 1], ['def', 1], ['restaurant', 1], ['table', 1]]",5
PV5voYSD43Cn_3gHmxG7DA,4EIROfnlec03m0pIcpDuPA,"[['drinks', 1], ['beers', 1]]",4
ia1nTRAQEaFWv0cwADeK7g,4J07YpEObJ78lyaQhN8GbQ,"[['crowd', 1], ['service', 1]]",4
4ozupHULqGyO42s3zNUzOQ,4MB98W98rKBU0X26pTbw0w,"[['flavor', 1], ['bacon', 1], ['menu', 1], ['dinner', 1], ['grits', 1], ['drink', 1]]",5
8JC-Yb3UDUv2FUl5ym1nVg,4MwbNHAVZ6aRE1FWks-HRQ,"[['dancers', 1], ['club', 1], ['ale', 1], ['club', 1]]",3
KJDymAcoPiW_vuqthGxfpQ,4Y9-JiDz9EVR_-UkUv4dYg,"[['wait', 1], ['bite', 1]]",3
kGgAARL2UmvCcTRfiscjug,4dB7kQ7qtTkW2v7DX38r_w,"[['atmosphere', 1], ['pear', 1], ['service', 1], ['pint', 1], ['drink', 1]]",4
OAd-vbR_POac1zHtu-Y2Zg,4eqw9xCbCmNQPV-AQJcXPg,"[['beer list', 1], ['guacamole', 1], ['cocktails', 1], ['pork', 1], ['flavor', 1]]",4
glRXVWWD6x1EZKfjJawTOg,4ftEfTYX_AOqrfSuZWzhtQ,"[['TVs', 1], ['app', 1], ['bar', 1], ['sports', 1], ['cigars', 1]]",3
-K3ZjROK0ml2P-Rk7ttHzA,5-rL_08xlI2i-xsswFyYqQ,"[['bathrooms', 1], ['ass', 1]]",3
0bNXP9quoJEgyVZu9ipGgQ,52QtjHlHoa7V611bOvv1aw,"[['wait', 1], ['bar', 1], ['price', 1], ['roll', 1], ['menu', 1], ['food', 1], ['table', 1]]",2
uZbTb-u-GVjTa2gtQfry5g,52QtjHlHoa7V611bOvv1aw,"[['flavor', 1], ['meal', 1], ['menu', 1], ['food', 1]]",3
kGgAARL2UmvCcTRfiscjug,52QtjHlHoa7V611bOvv1aw,"[['tender', 1], ['dessert', 1], ['service', 1], ['cons', 1]]",4
0bNXP9quoJEgyVZu9ipGgQ,55seKyxRWUmHC1s52xk45g,"[['sauces', 1], ['app', 1], ['pear', 1], ['hour', 1], ['potato', 1], ['ingredients', 1], ['beef', 1], ['food', 1], ['cheese', 1], ['booths', 1], ['cafeteria', 1], ['fried', 1]]",3
OAd-vbR_POac1zHtu-Y2Zg,55zU0-0pzPot4aTaKVgLKQ,"[['parking', 1], ['beer', 1]]",3
OAd-vbR_POac1zHtu-Y2Zg,56dxeiBfZkfPi9od9meJYQ,"[['vibe', 1], ['bar', 1], ['cocktails', 1], ['hip', 1]]",4
0bNXP9quoJEgyVZu9ipGgQ,57YV3wsiNBp-aK25qjUeww,"[['music', 1], ['hour', 1], ['dish', 1], ['bread', 1], ['pub', 1]]",2
OAd-vbR_POac1zHtu-Y2Zg,5FLRsYrT6w2VSDvQDhphXg,"[['atmosphere', 1], ['bar', 1], ['def', 1], ['atmosphere', 1]]",4
