user,item,feature,rate
22,715,"[[459, 1]]",4
59,1506,"[[98, 1], [544, 1], [595, 1], [864, 1], [732, 1], [1093, 1], [125, 1]]",4
37,1298,"[[1270, 1], [51, 1], [614, 1], [892, 1]]",4
16,1828,"[[124, 1]]",4
46,739,"[[1112, 1], [1251, 1], [892, 1], [892, 1]]",2
36,2115,"[[1527, 1], [506, 1], [1026, 1], [732, 1], [892, 1]]",4
38,1900,"[[1167, 1]]",5
22,1751,"[[435, 1]]",4
41,296,"[[692, 1], [1251, 1], [1184, 1]]",4
37,1076,"[[1235, 1]]",5
62,2259,"[[557, 1], [41, 1]]",5
37,1199,"[[573, 1]]",3
41,1236,"[[1547, 1]]",4
37,2382,"[[892, 1]]",4
49,2522,"[[209, 1], [1386, 1], [1010, 1]]",3
42,551,"[[190, 1], [1100, 1], [405, 1], [889, 1], [1445, 1], [912, 1]]",3
34,2022,"[[127, 1]]",4
59,2075,"[[851, 1], [1386, 1], [892, 1]]",4
36,2636,"[[1210, 1]]",3
10,1646,"[[413, 1], [94, 1], [558, 1], [360, 1], [1279, 1], [735, 1]]",4
41,896,"[[851, 1]]",5
58,1417,"[[1437, 1]]",4
12,197,"[[506, 1], [405, 1], [345, 1]]",3
3,1073,"[[944, 1]]",5
14,2363,"[[809, 1], [615, 1], [538, 1]]",4
57,2084,"[[170, 1], [892, 1], [538, 1], [1168, 1], [892, 1]]",5
59,718,"[[864, 1], [102, 1]]",2
25,250,"[[714, 1], [421, 1], [919, 1], [349, 1], [782, 1], [468, 1], [173, 1], [176, 1]]",4
24,1994,"[[692, 1], [321, 1]]",4
4,2636,"[[460, 1], [653, 1]]",3
55,1879,"[[384, 1], [321, 1]]",4
12,561,"[[928, 1], [827, 1], [1048, 1]]",4
33,2291,"[[421, 1], [755, 1], [127, 1]]",4
29,1302,"[[557, 1]]",4
20,2231,"[[681, 1], [1386, 1], [718, 1]]",4
29,2162,"[[692, 1], [542, 1], [309, 1], [1089, 1]]",4
61,2008,"[[809, 1], [173, 1]]",3
6,920,"[[1386, 1]]",5
16,2232,"[[173, 1], [892, 1], [131, 1]]",4
58,2286,"[[501, 1], [1144, 1], [309, 1], [892, 1]]",3
41,715,"[[884, 1], [1446, 1], [328, 1]]",5
9,2693,"[[681, 1]]",5
36,1240,"[[1386, 1]]",5
54,1215,"[[1009, 1], [1501, 1], [190, 1], [851, 1], [1285, 1], [493, 1], [782, 1], [20, 1], [1441, 1], [889, 1], [870, 1], [1273, 1], [233, 1], [1208, 1], [1246, 1]]",4
38,1721,"[[46, 1], [321, 1], [736, 1]]",4
0,1819,"[[735, 1], [1007, 1]]",3
25,607,"[[804, 1], [60, 1]]",3
37,322,"[[542, 1], [755, 1]]",4
37,1147,"[[101, 1], [692, 1], [1144, 1]]",5
42,498,"[[755, 1], [805, 1], [1093, 1]]",3
27,1730,"[[807, 1], [1060, 1]]",5
10,1402,"[[1219, 1]]",4
59,2650,"[[892, 1], [1120, 1]]",3
58,746,"[[875, 1], [51, 1], [131, 1], [1460, 1], [129, 1]]",5
16,108,"[[356, 1], [493, 1], [408, 1], [653, 1], [972, 1]]",4
4,2387,"[[1385, 1], [98, 1], [209, 1], [1093, 1], [1097, 1], [1437, 1]]",5
52,636,"[[119, 1]]",5
25,1410,"[[131, 1], [94, 1], [1452, 1], [732, 1], [435, 1], [1168, 1]]",4
18,854,"[[1383, 1], [471, 1]]",4
41,1357,"[[12, 1], [586, 1]]",3
37,349,"[[94, 1]]",3
10,433,"[[61, 1], [1278, 1]]",5
12,1479,"[[542, 1], [131, 1], [1144, 1], [1513, 1]]",4
37,1351,"[[42, 1]]",4
0,1653,"[[807, 1], [795, 1]]",2
57,1534,"[[557, 1], [522, 1]]",4
54,1301,"[[839, 1], [1385, 1], [851, 1], [360, 1], [668, 1], [181, 1], [660, 1], [321, 1], [1437, 1], [1385, 1], [397, 1], [1159, 1]]",4
43,2029,"[[168, 1], [51, 1], [112, 1], [892, 1]]",5
59,2530,"[[1484, 1], [868, 1]]",5
52,2385,"[[1382, 1], [1086, 1], [190, 1], [506, 1], [542, 1], [413, 1], [889, 1], [815, 1], [538, 1]]",4
37,738,"[[42, 1]]",4
60,377,"[[755, 1], [892, 1], [421, 1]]",3
17,2605,"[[935, 1]]",2
10,2002,"[[655, 1], [78, 1], [615, 1], [1557, 1], [173, 1]]",4
12,2748,"[[126, 1], [168, 1], [892, 1]]",4
35,1584,"[[1386, 1]]",5
57,225,"[[875, 1], [280, 1]]",4
41,925,"[[935, 1], [94, 1]]",4
47,1807,"[[94, 1], [935, 1], [1149, 1], [561, 1], [41, 1], [176, 1], [1089, 1]]",4
61,1739,"[[900, 1], [615, 1], [892, 1]]",5
28,997,"[[1106, 1], [106, 1], [812, 1], [1203, 1], [1386, 1], [173, 1]]",5
6,2361,"[[783, 1], [937, 1]]",2
46,1091,"[[432, 1]]",5
19,909,"[[106, 1], [692, 1], [1411, 1], [1286, 1], [321, 1], [1078, 1]]",4
26,1073,"[[76, 1], [399, 1], [1445, 1]]",4
16,734,"[[98, 1], [542, 1]]",4
16,959,"[[1554, 1]]",5
61,1161,"[[614, 1], [851, 1], [1286, 1], [413, 1], [1553, 1]]",3
33,1278,"[[383, 1]]",4
55,2542,"[[827, 1], [1089, 1]]",4
16,2688,"[[176, 1]]",1
55,2015,"[[692, 1], [421, 1], [892, 1], [131, 1]]",2
33,1990,"[[190, 1], [51, 1], [804, 1], [6, 1]]",2
42,1411,"[[1303, 1]]",4
10,1848,"[[557, 1], [131, 1], [561, 1], [718, 1], [173, 1]]",3
33,256,"[[98, 1], [501, 1], [851, 1], [615, 1], [892, 1], [407, 1]]",4
55,997,"[[106, 1], [573, 1], [538, 1], [344, 1]]",2
37,2395,"[[1093, 1]]",4
1,1954,"[[573, 1], [935, 1]]",3
13,2328,"[[1009, 1], [190, 1], [404, 1], [851, 1], [892, 1], [194, 1]]",4
41,2759,"[[807, 1], [1168, 1], [1279, 1]]",5
37,264,"[[1382, 1], [421, 1], [892, 1]]",4
12,2248,"[[586, 1]]",5
29,146,"[[935, 1]]",3
41,5,"[[309, 1], [1279, 1]]",4
61,2612,"[[432, 1], [98, 1], [1044, 1], [851, 1], [1100, 1], [182, 1], [405, 1], [230, 1], [1386, 1], [778, 1], [279, 1], [503, 1]]",4
0,1822,"[[1106, 1], [851, 1], [1445, 1]]",4
37,841,"[[692, 1], [190, 1]]",3
61,772,"[[1553, 1], [586, 1]]",3
37,2291,"[[421, 1], [755, 1], [1404, 1], [1422, 1], [892, 1], [815, 1], [861, 1]]",4
2,417,"[[935, 1]]",5
55,1574,"[[131, 1]]",3
41,2674,"[[1542, 1]]",5
55,2127,"[[421, 1], [51, 1], [304, 1]]",4
27,809,"[[131, 1], [1017, 1], [1397, 1]]",5
0,165,"[[9, 1], [864, 1]]",4
60,2063,"[[1397, 1], [542, 1], [1139, 1]]",3
16,2386,"[[131, 1], [280, 1], [892, 1]]",5
47,1807,"[[98, 1], [356, 1], [1251, 1], [535, 1], [344, 1], [538, 1], [815, 1]]",4
59,1544,"[[795, 1], [506, 1], [1093, 1]]",5
26,839,"[[1352, 1]]",4
37,2545,"[[935, 1]]",4
51,1023,"[[964, 1], [440, 1], [360, 1], [993, 1], [440, 1]]",4
27,857,"[[621, 1], [864, 1], [935, 1]]",5
1,2252,"[[399, 1]]",3
41,2488,"[[925, 1]]",4
59,2697,"[[1315, 1], [1007, 1]]",4
4,1746,"[[99, 1], [195, 1], [131, 1], [20, 1], [892, 1], [1442, 1], [1220, 1], [173, 1], [321, 1], [538, 1]]",5
57,140,"[[875, 1], [173, 1], [254, 1]]",4
59,1000,"[[692, 1], [827, 1], [892, 1]]",4
25,2049,"[[655, 1], [1266, 1], [809, 1], [615, 1], [834, 1], [615, 1]]",3
29,61,"[[1416, 1]]",5
55,49,"[[1009, 1], [190, 1], [1141, 1], [399, 1], [574, 1]]",4
53,2472,"[[935, 1]]",5
29,1425,"[[413, 1], [1445, 1]]",4
8,2244,"[[1174, 1], [851, 1], [195, 1], [1102, 1], [1026, 1], [43, 1], [405, 1], [435, 1], [892, 1], [538, 1], [1475, 1], [538, 1]]",1
11,1649,"[[573, 1]]",4
30,1447,"[[435, 1]]",4
1,1913,"[[614, 1], [296, 1], [615, 1], [573, 1]]",4
39,643,"[[47, 1], [935, 1], [471, 1]]",4
42,1166,"[[1548, 1]]",2
37,355,"[[1240, 1], [532, 1], [190, 1], [435, 1], [173, 1], [892, 1], [443, 1]]",2
46,858,"[[1219, 1], [1553, 1]]",4
61,2715,"[[1408, 1], [851, 1]]",2
61,950,"[[1240, 1], [1201, 1], [190, 1], [131, 1], [468, 1], [405, 1], [538, 1], [259, 1]]",2
16,1085,"[[506, 1], [755, 1], [38, 1]]",2
4,342,"[[1047, 1], [1553, 1]]",3
11,884,"[[815, 1], [1086, 1]]",3
47,2370,"[[1002, 1]]",5
41,432,"[[429, 1], [555, 1], [1445, 1]]",4
25,827,"[[755, 1], [391, 1], [441, 1], [421, 1], [173, 1]]",4
28,2420,"[[969, 1], [614, 1], [1386, 1]]",3
13,1428,"[[1399, 1]]",5
11,931,"[[506, 1], [99, 1]]",4
29,2543,"[[414, 1], [309, 1]]",4
34,2076,"[[892, 1], [590, 1]]",4
48,1317,"[[13, 1], [190, 1]]",4
12,2011,"[[131, 1], [615, 1], [1533, 1], [280, 1]]",4
29,600,"[[176, 1]]",4
10,2184,"[[565, 1]]",4
50,2733,"[[964, 1], [421, 1], [51, 1], [851, 1], [573, 1], [304, 1], [1313, 1], [360, 1], [470, 1], [912, 1], [362, 1]]",4
14,55,"[[131, 1], [615, 1], [538, 1]]",4
42,480,"[[1026, 1]]",2
33,2742,"[[1221, 1], [1386, 1], [420, 1], [176, 1], [420, 1]]",4
43,83,"[[98, 1], [131, 1], [864, 1]]",4
12,346,"[[173, 1], [538, 1], [1142, 1]]",4
14,2282,"[[738, 1], [1014, 1], [804, 1], [1462, 1], [681, 1]]",4
37,1591,"[[101, 1]]",4
14,1861,"[[164, 1], [1513, 1], [54, 1]]",5
31,1644,"[[1462, 1], [763, 1]]",4
37,502,"[[692, 1], [889, 1]]",5
61,2571,"[[468, 1], [1026, 1], [435, 1], [1445, 1]]",5
12,2332,"[[1385, 1], [421, 1], [1102, 1], [574, 1], [1361, 1], [1445, 1], [1102, 1]]",2
59,1617,"[[1026, 1], [1048, 1], [892, 1]]",3
36,1820,"[[9, 1]]",3
33,1783,"[[583, 1], [935, 1], [435, 1], [176, 1], [1485, 1], [441, 1]]",5
33,708,"[[53, 1], [1442, 1], [421, 1], [1205, 1], [542, 1], [615, 1], [864, 1], [173, 1], [176, 1]]",3
33,2020,"[[98, 1], [573, 1], [47, 1], [704, 1], [864, 1], [955, 1], [1235, 1], [667, 1], [1147, 1], [519, 1]]",5
0,1893,"[[413, 1], [1380, 1]]",4
52,646,"[[932, 1], [615, 1], [1422, 1]]",4
13,2699,"[[1386, 1]]",5
14,1850,"[[435, 1], [538, 1]]",3
44,765,"[[106, 1], [1542, 1], [892, 1], [640, 1]]",5
4,235,"[[1382, 1], [665, 1]]",4
33,2408,"[[614, 1], [404, 1]]",4
12,2555,"[[30, 1], [900, 1], [161, 1]]",4
54,780,"[[692, 1], [1370, 1], [724, 1], [668, 1], [181, 1], [190, 1]]",4
61,2409,"[[1382, 1], [190, 1], [1060, 1], [621, 1], [131, 1], [115, 1], [1441, 1], [993, 1]]",3
50,853,"[[809, 1], [542, 1], [851, 1], [974, 1], [1466, 1], [1168, 1], [1445, 1]]",3
29,1131,"[[1427, 1], [1514, 1], [490, 1], [728, 1], [238, 1], [319, 1]]",4
18,1159,"[[1383, 1]]",4
43,1188,"[[1060, 1], [94, 1], [718, 1], [892, 1]]",3
61,2655,"[[190, 1], [511, 1]]",4
25,2669,"[[1130, 1], [94, 1], [1549, 1], [1445, 1]]",3
55,1627,"[[106, 1], [892, 1]]",5
2,1382,"[[660, 1], [129, 1]]",4
12,45,"[[1093, 1], [815, 1]]",4
7,2624,"[[334, 1]]",4
37,2464,"[[892, 1]]",3
59,1849,"[[557, 1], [63, 1]]",3
25,2513,"[[19, 1], [435, 1], [199, 1], [471, 1], [1422, 1], [892, 1]]",3
0,781,"[[1100, 1], [131, 1], [232, 1], [1036, 1]]",4
59,2759,"[[807, 1], [1513, 1], [477, 1]]",4
54,1798,"[[1240, 1], [1382, 1], [1385, 1], [86, 1], [851, 1], [313, 1], [413, 1], [365, 1], [405, 1], [1437, 1], [976, 1], [190, 1], [311, 1], [614, 1], [465, 1], [544, 1], [256, 1], [441, 1], [1266, 1], [1076, 1], [1208, 1]]",4
21,59,"[[935, 1], [1416, 1], [1416, 1]]",4
37,2248,"[[681, 1], [586, 1]]",5
55,251,"[[755, 1], [1351, 1], [127, 1]]",4
0,1096,"[[182, 1], [935, 1]]",4
63,2618,"[[501, 1]]",5
2,2190,"[[51, 1], [851, 1]]",5
29,373,"[[402, 1], [755, 1], [1173, 1], [34, 1], [892, 1], [595, 1], [1244, 1], [751, 1], [732, 1]]",4
19,1759,"[[839, 1], [1411, 1], [692, 1], [1460, 1]]",4
61,2665,"[[900, 1], [506, 1]]",4
31,2638,"[[889, 1], [815, 1]]",3
41,2357,"[[320, 1], [514, 1], [815, 1]]",5
12,592,"[[1048, 1], [1160, 1], [621, 1]]",5
25,638,"[[1320, 1], [501, 1], [655, 1]]",3
22,422,"[[106, 1], [1385, 1], [131, 1], [309, 1], [176, 1]]",4
31,2613,"[[106, 1], [1385, 1], [1131, 1], [72, 1], [237, 1], [973, 1]]",4
33,1859,"[[1026, 1], [1093, 1], [435, 1], [892, 1], [1548, 1], [399, 1], [778, 1]]",4
52,667,"[[1205, 1], [782, 1]]",4
55,2328,"[[190, 1], [435, 1], [399, 1]]",4
16,1082,"[[1382, 1], [851, 1], [1286, 1]]",4
8,1524,"[[1168, 1], [1048, 1]]",5
37,2149,"[[988, 1]]",4
36,1072,"[[42, 1], [1553, 1]]",3
12,2311,"[[674, 1], [131, 1], [1093, 1], [1130, 1]]",5
36,1336,"[[443, 1], [435, 1], [892, 1], [280, 1], [538, 1]]",4
46,708,"[[321, 1], [718, 1]]",4
7,1748,"[[1026, 1], [935, 1], [72, 1]]",4
59,948,"[[46, 1], [1048, 1]]",4
54,2547,"[[51, 1], [614, 1], [962, 1], [718, 1], [846, 1]]",3
9,10,"[[209, 1], [42, 1], [755, 1]]",2
10,1064,"[[1385, 1], [1425, 1], [755, 1], [1386, 1], [41, 1]]",4
33,2208,"[[9, 1], [94, 1], [155, 1], [583, 1], [94, 1]]",4
59,0,"[[432, 1], [1548, 1], [1555, 1], [1172, 1]]",3
53,610,"[[1382, 1], [501, 1], [345, 1], [735, 1]]",4
1,689,"[[1060, 1], [227, 1]]",3
46,1103,"[[1240, 1], [421, 1], [98, 1], [51, 1]]",2
1,520,"[[209, 1], [621, 1]]",5
41,1439,"[[176, 1]]",5
10,515,"[[1382, 1]]",5
23,2070,"[[1042, 1], [615, 1]]",3
14,2011,"[[1026, 1], [309, 1], [892, 1], [1144, 1]]",2
36,543,"[[1445, 1], [542, 1]]",4
37,76,"[[1461, 1], [377, 1]]",2
14,1582,"[[432, 1], [1548, 1], [851, 1], [309, 1]]",4
10,1604,"[[1416, 1], [426, 1]]",4
23,1809,"[[460, 1], [1529, 1], [278, 1], [17, 1]]",4
59,2336,"[[218, 1]]",3
47,2746,"[[795, 1], [190, 1], [827, 1], [1288, 1], [41, 1]]",4
59,513,"[[1445, 1]]",4
25,989,"[[1240, 1], [245, 1], [1385, 1], [567, 1], [1507, 1], [1026, 1]]",2
3,1839,"[[1385, 1], [1266, 1], [1055, 1], [82, 1], [395, 1], [538, 1]]",3
3,872,"[[190, 1], [693, 1]]",3
17,423,"[[9, 1]]",4
55,760,"[[101, 1], [380, 1]]",4
48,2011,"[[692, 1], [501, 1], [1149, 1], [280, 1], [892, 1]]",5
41,577,"[[807, 1]]",4
23,1067,"[[1120, 1]]",3
29,1838,"[[131, 1], [344, 1]]",3
20,2033,"[[542, 1], [1093, 1]]",4
52,2457,"[[935, 1], [215, 1]]",4
54,1473,"[[1398, 1]]",5
37,1444,"[[421, 1]]",5
1,1672,"[[1093, 1], [1048, 1]]",4
13,786,"[[421, 1], [190, 1], [851, 1], [1286, 1], [1445, 1], [851, 1]]",4
12,656,"[[692, 1], [131, 1], [957, 1]]",4
57,484,"[[98, 1], [583, 1], [967, 1], [42, 1], [805, 1], [98, 1]]",4
16,945,"[[9, 1], [809, 1], [573, 1], [615, 1], [892, 1], [627, 1], [542, 1]]",4
55,1413,"[[877, 1], [232, 1]]",2
4,1052,"[[957, 1]]",4
61,979,"[[388, 1], [190, 1], [246, 1]]",2
19,1959,"[[1386, 1]]",4
4,431,"[[190, 1], [1286, 1], [413, 1], [1286, 1]]",5
61,1896,"[[1461, 1]]",3
0,607,"[[586, 1], [385, 1]]",3
4,920,"[[216, 1], [993, 1]]",2
28,1652,"[[258, 1], [1093, 1], [857, 1], [542, 1]]",3
9,2082,"[[1382, 1]]",5
59,1784,"[[864, 1], [1048, 1], [864, 1]]",3
37,182,"[[1461, 1]]",4
28,517,"[[176, 1]]",4
1,633,"[[1060, 1]]",3
50,2036,"[[851, 1], [1122, 1], [51, 1]]",3
36,521,"[[1014, 1]]",2
21,2317,"[[875, 1], [815, 1]]",4
41,411,"[[1115, 1]]",5
19,2547,"[[1382, 1], [412, 1], [13, 1], [186, 1], [173, 1], [99, 1]]",4
12,738,"[[1048, 1], [41, 1], [778, 1]]",4
44,2419,"[[1168, 1]]",4
11,1783,"[[661, 1]]",4
60,265,"[[807, 1], [1093, 1], [1048, 1]]",3
59,1414,"[[432, 1], [1060, 1], [441, 1]]",5
61,1745,"[[1476, 1], [190, 1], [614, 1], [313, 1], [468, 1], [435, 1], [735, 1], [344, 1], [912, 1], [692, 1]]",4
48,706,"[[655, 1], [615, 1], [1048, 1], [131, 1]]",4
28,1254,"[[273, 1], [1044, 1], [1026, 1], [1220, 1], [173, 1], [892, 1], [344, 1], [673, 1], [1026, 1]]",5
26,1050,"[[131, 1], [321, 1]]",5
38,2260,"[[94, 1]]",5
28,2094,"[[1468, 1], [969, 1]]",3
40,689,"[[802, 1]]",5
3,714,"[[538, 1], [755, 1]]",3
36,1718,"[[1390, 1], [537, 1], [653, 1]]",4
22,1009,"[[1219, 1]]",3
58,715,"[[1446, 1]]",4
55,962,"[[591, 1], [131, 1], [718, 1], [892, 1], [82, 1]]",5
20,853,"[[173, 1]]",4
12,229,"[[692, 1], [807, 1], [1548, 1], [1048, 1], [1120, 1], [1548, 1]]",4
37,2166,"[[131, 1]]",4
29,1855,"[[309, 1], [889, 1]]",4
61,72,"[[131, 1], [498, 1], [791, 1], [653, 1]]",5
34,2331,"[[1342, 1], [468, 1], [1093, 1], [280, 1]]",3
29,626,"[[106, 1], [755, 1]]",4
30,553,"[[506, 1], [232, 1]]",2
6,2757,"[[506, 1], [1422, 1], [875, 1]]",5
29,1551,"[[101, 1], [1093, 1], [1542, 1]]",4
12,260,"[[892, 1], [538, 1]]",4
16,1009,"[[131, 1], [755, 1], [1507, 1], [889, 1], [538, 1], [1542, 1]]",4
4,1079,"[[1382, 1], [190, 1], [1007, 1], [1422, 1]]",3
16,1433,"[[1240, 1], [920, 1], [190, 1], [413, 1], [401, 1]]",4
54,769,"[[807, 1], [755, 1], [935, 1], [1398, 1], [206, 1]]",2
29,1594,"[[1385, 1], [655, 1], [1044, 1], [1026, 1], [755, 1], [1168, 1]]",4
11,2207,"[[426, 1]]",4
25,1258,"[[1048, 1]]",3
47,2450,"[[559, 1], [98, 1], [94, 1], [85, 1], [435, 1], [718, 1], [1540, 1], [1484, 1]]",4
62,450,"[[1093, 1], [1386, 1]]",3
59,816,"[[1060, 1]]",4
12,417,"[[435, 1]]",4
35,1230,"[[1060, 1], [506, 1], [889, 1], [892, 1]]",2
10,203,"[[1048, 1]]",4
42,640,"[[557, 1], [1386, 1], [1248, 1]]",4
46,1385,"[[98, 1], [1399, 1], [490, 1]]",4
57,1267,"[[583, 1], [155, 1]]",5
37,1796,"[[1286, 1], [413, 1]]",3
11,10,"[[401, 1]]",3
10,1591,"[[421, 1], [501, 1], [542, 1], [1465, 1], [544, 1], [1175, 1]]",4
41,1137,"[[462, 1], [614, 1], [465, 1], [708, 1], [1386, 1], [435, 1], [1445, 1]]",5
19,1971,"[[42, 1], [1235, 1]]",4
0,353,"[[199, 1], [1422, 1]]",3
24,2248,"[[1321, 1], [586, 1]]",4
